Fichero actualizado a fecha: 2014-10-19 02:29:29
Nombre del Organismo;Descripción;DatosPersonales;Dirección;Calle;CodigoPostal;Localidad;Localidad;SoloClasificar;Teléfono;Telefax oficial;Fax;e-mail;Páginas de internet;Posicion;Información Adicional;Directorio Superior;Identificador Directorio Superior;Identificador;FechaModificacion;Enlace al contenido;
"Salón Municipal del Ayuntamiento de Morales del Vino";;;;"C/ Cortinal, 13";;"Morales del Vino";"1179469398892";;"980 570 139";;"980 570 148";;;"41.445870928956765#-5.732159614562988#88";;"Zamora";"1284268284188";1284292068224;20140310;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284292068224/DirectorioPadre";
"Teatro-Cine Caja de Ávila";"Caja de Ávila";;;"Avda. de la Juventud, 4";"05003";"Ávila";"1179297192481";;"920 228816";;;;;"40.646633#-4.684358#88";"<p>Espacio amplio y funcional situado en la periferia de la ciudad. Fue inaugurado en 1979 y reformado en 1998 por el arquitecto Jos&eacute; Ignacio Paradinas G&oacute;mez.<br />
<br />
Por sus caracter&iacute;sticas permite realizar representaciones de gran envergadura. Se dedica principalmente a teatro, danza, conciertos, cine y congresos.<br />
<br />
Dispone de un puesto de control de cine en cabina en el fondo del anfiteatro y de uno de iluminaci&oacute;n y audio en cabina en el fondo de la platea.<br />
<br />
Incluido en la Red de Teatros de Castilla y Le&oacute;n.<br />
&nbsp;</p>
<ul>
<li>Aforo
<ul>
<li>Aforo: 540</li>
<li>Butacas: 376</li>
<li>Anfiteatro: 164</li>
</ul>
</li>
<li>Camerinos
<ul>
<li>Individuales: 2</li>
<li>Colectivos: 5</li>
<li>Capacidad: 54</li>
</ul>
</li>
<li>Escenario
<ul>
<li>Iluminadas: 3</li>
<li>Cortes contrapesado: 21</li>
<li>Tipo de contrapeso: 3 motorizados</li>
</ul>
</li>
</ul>";"Ávila";"1284266731558";1284236230968;20140120;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284236230968/DirectorioPadre";
"Teatro Cinema Glorieta (Pradoluendo)";;;;"Plaza Gervasio Zaldo, 14";"09260";"Pradoluengo";"1179297583348";;"947 586 001";;;;;"42.324388750158846#-3.2008302211761475#100";"<p>&nbsp;</p>
<p>&nbsp;</p>";"Burgos";"1284266731825";1284304808758;20140211;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284304808758/DirectorioPadre";
"Espacio de Artes Escénicas (Torresandino)";;;;"Ctra. de Burgos, 50";"09310";"Torresandino";"1179297631689";;"947 551 104";;;;;"41.83290293599131#-3.9115512371063232#88";;"Burgos";"1284266731825";1284304966371;20140212;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284304966371/DirectorioPadre";
"Sala Municipal Amania (Villasana de Mena)";;;;"Plaza San Antonio, s/n";"09580";"Villasana de Mena";"1179297679239";;"947 126 211";;;;;"43.10052068817327#-3.2826054096221924#100";"<p>Espacio esc&eacute;nico con programaci&oacute;n estable de cine, m&uacute;sica, teatro y danza de&nbsp;titularidad municipal desde el a&ntilde;o 1989. El edificio se construy&oacute; en el a&ntilde;o 1959&nbsp;y fue reformado para su uso actual en 1998.</p>
<p>AFORO:&nbsp;<br />
N&ordm; de Butacas de patio: 260&nbsp;<br />
N&ordm; localidades minusv&aacute;lidos: 1<br />
N&ordm; de localidades de palco: 0&nbsp;<br />
N&ordm; de camerinos: 2&nbsp;<br />
<br />
Rampa de acceso para minusv&aacute;lidos</p>";"Burgos";"1284266731825";1284304969319;20140212;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284304969319/DirectorioPadre";
"Teatro Municipal Benevivere (Bembibre)";;;;"Avda. El Bierzo, 20";"24300";"Bembibre";"1179297775135";;"987 510 001";;;"benevivere_teatro@yahoo.es";;"42.61933887467185#-6.418579816818237#100";"<p>El Teatro Benevivere forma parte de la red de Circuitos Esc&eacute;nicos de Castilla y Le&oacute;n.&nbsp;Programaci&oacute;n de teatro, m&uacute;sica y variedades. <br />
&nbsp;</p>";"León";"1284266732403";1284304984544;20140212;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284304984544/DirectorioPadre";
"Teatro Jesús Meneses";"Ayuntamiento de Villamuriel de Cerrato";;;"Avda. Aguilera, s/n";"34190";"Villamuriel de Cerrato";"1179298140262";;"979 776191";;"979 776196";;"http://www.villamuriel.net/casadecultura.html";"41.94201#-4.5108776#88";"<p>Este teatro forma parte&nbsp;de&nbsp;la Casa de Cultura Municipal de Villamuriel de Cerrato. Esta construcci&oacute;n, de iniciativa municipal, es obra de los arquitectos vallisoletanos G. Gallegos y Borges y J.C.&nbsp;Sanz Blanco.&nbsp;</p>
<p>La Casa de Cultura y el Teatro Jes&uacute;s&nbsp;Meneses se han convertido&nbsp;desde su inauguraci&oacute;n en&nbsp;un referente de la actividad cultural que se realiza en el municipio. Este teatro est&aacute; incluido en la&nbsp;Red de&nbsp;Teatros de Castilla y Le&oacute;n.&nbsp;</p>
<p>Dispone de una Sala de ensayos de 40m&sup2; en planta, sin dotaci&oacute;n, adem&aacute;s de un puesto&nbsp;de control, de&nbsp;iluminaci&oacute;n y audio en cabina en el fondo de la platea. &nbsp;&nbsp;</p>
<ul>
<li>Aforo: 432</li>
<li>Butacas: 375</li>
<li>Otros: 57</li>
<li>Camerinos
<ul>
<li>Colectivos: 2</li>
<li>Capacidad: 8</li>
</ul>
</li>
</ul>";"Palencia";"1284266732543";1284236228977;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236228977/DirectorioPadre";
"Salamanca";;;;;;;;"Si";;;;;;;;"Teatros";"1284235939714";1284266733056;20130426;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284266733056/DirectorioPadre";
"Teatro Nuevo Fernando Arrabal";"Ayuntamiento de Ciudad Rodrigo";;;"C/ Gigantes, 22.";"37500";"Ciudad Rodrigo";"1179298231776";;"923 480 503/923 461 862 (Gerente)";;;;"http://www.aytociudadrodrigo.es/";"40.597126#-6.5324755#88";"<p>Se construye por iniciativa de la sociedad del casino mirobrigense &quot;El Porvenir&quot; a comienzos del siglo XX. Situado en el centro de Ciudad Rodrigo.</p>
<p>Dispone de un puesto de control de iluminaci&oacute;n y audio en fondo del 2&ordm; piso y una regidur&iacute;a en hombro derecho. Tambi&eacute;n dispone de carpinter&iacute;a en el s&oacute;tano.</p>
<ul>
<li>Aforo: 530</li>
<li>Butacas: 75</li>
<li>Anfiteatro: 405</li>
<li>Palcos: 50</li>
<li>Camerinos
<ul>
<li>Individuales: 5</li>
<li>Capacidad: 16</li>
</ul>
</li>
<li>Escenario
<ul>
<li>Ancho y fondo utilizado: 8.30 m x 7.20 m</li>
<li>Tiene carretes y cuerdas: si</li>
<li>N&uacute;mero de varas: 16</li>
<li>Longitud: 8.00m</li>
<li>Iluminadas: 3</li>
<li>Cortes contrapesado: 20</li>
<li>Tipo de contrapeso: KREMESA</li>
</ul>
</li>
</ul>";"Salamanca";"1284266733056";1284236229871;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236229871/DirectorioPadre";
"Cines Artesiete de Segovia";;;;"C/ Dámaso Alonso, 54";"40006";"Segovia";"1179298563848";;"921 425 845";;;;;"40.931870074227035#-4.096371531486511#88";;"Segovia";"1284266733345";1284243019517;20130502;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284243019517/DirectorioPadre";
"Espacio Escénico El Fuerte (Ágreda)";;;;"Avda. Virgen de los Milagros, s/n";"42100";"Ágreda";"1179469097200";;"975 647 188";;;;;"41.85391566394079#-1.92335844039917#94";;"Soria";"1284266733513";1284306912299;20140218;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284306912299/DirectorioPadre";
"Sala Ambigú";"Gestionada por el Ayuntamiento de Valladolid";;;"Plaza del Poniente, 1. I.E.S. Núñez de Arce";"47001";"Valladolid";"1179469311668";;"983 340 324 / 983 426 246 (Fund. Municipal de Cultura)";;"983 426 254";;;"41.653767#-4.7319007#88";"<p>Taquilla: Situada en la misma sala, se abre dos horas antes del comienzo de cada espect&aacute;culo</p>
<p>El acceso a la sala se realiza cinco minutos antes de la hora programada para el espect&aacute;culo. No se permite la entrada una vez comenzado el mismo.</p>
<p>La programaci&oacute;n de la sala Ambig&uacute; se ofrece cada mes a trav&eacute;s de la revista EntreM&eacute;s editada por la Fundaci&oacute;n Municipal de Cultura del Ayuntamiento de Valladolid.</p>
<p>La Sala Ambig&uacute; forma parte de la Red de Teatros de Castilla y L&eacute;on.</p>
<p>Equipamiento:<br />
Dispone de un puesto de control de audio en fondo de sala y de otro de iluminaci&oacute;n en fondo de sala.<br />
Mesa de control marca Sirius 24 Zero 88, tipo computerizada.<br />
Dimers: tipo anal&oacute;gico, 12 canales, 2.000 watios. Tipo anal&oacute;gico, 12 canales, 2.000 watios.<br />
Proyectores: 4 tipo fresnel de 1.000 watios; 6 tipo recorte de 1.000 watios; 6 tipo par 64 de 1.000 watios; 2 tipo recorte de 650 watios; 5 tipo panorama de 1.000 watios; 1 tipo recorte de 1.200 watios; 19 tipo plano-convexo de 1.000 watios; 4 tipo recorte de 1.200 watios; 6 tipo par 64 de 1.000 watios; 7 tipo plano-convexo de 1.000 watios.<br />
Fuentes de sonido: casetes.<br />
Amplificadores: 1 de 1.000 watios.<br />
&nbsp;</p>
<ul>
<li>Aforo:&nbsp;275</li>
<li>Camerinos
<ul>
<li>Colectivos: 2</li>
<li>Capacidad: 10</li>
</ul>
</li>
<li>Escenario
<ul>
<li>Ancho y fondo utilizado: 13,75 x 8,88 m. Altura: 7,10 m.</li>
</ul>
</li>
</ul>";"Valladolid";"1284266733847";1284236227745;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236227745/DirectorioPadre";
"Teatro Centro Cívico (San Miguel del Arroyo)";;;;"C/ Medina, 17";"47164";"San Miguel del Arroyo";"1179469288681";;"983 697 000";;;;;"41.443820151924854#-4.4614577293396#94";;"Valladolid";"1284266733847";1284307368526;20140220;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284307368526/DirectorioPadre";
"Auditorios y salas de música";;;;;;;;"Si";;;;;;;;"Infraestructuras Culturales";"1284235937434";1284235939851;20140120;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284235939851/DirectorioPadre";
"Palacio de Congresos y Auditorio Fórum Evolución";;;;"Paseo Sierra de Atapuerca, s/n";"09002";"Burgos";"1179297447246";;"947 259 575";;"947 259 576";"info@forumevolucion.es";"http://www.forumevolucion.es/";"42.33929178845348#-3.6982297897338867#88";"<p>El F&oacute;rum Evoluci&oacute;n, dise&ntilde;ado por el arquitecto Juan Navarro Baldeweg, dispone de grandes espacios di&aacute;fanos y luz natural continua y ocupa 35.000 metros cuadrados repartidos en seis plantas. Est&aacute;&nbsp;equipado con los m&aacute;s avanzados medios tecnol&oacute;gicos y un equipamiento esc&eacute;nico de &uacute;ltima generaci&oacute;n para la celebraci&oacute;n de congresos y espect&aacute;culos. Adem&aacute;s de la extraordinaria concepci&oacute;n de su arquitectura, distribuci&oacute;n y funcionalidad, el F&oacute;rum est&aacute; ubicado en pleno centro de la ciudad de Burgos, a un paso del casco hist&oacute;rico y muy cerca de los principales hoteles, restaurantes y de la zona comercial de la ciudad.</p>";"Burgos";"1284266641773";1284244049139;20131219;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284244049139/DirectorioPadre";
"Ávila";;;;;;;;"Si";;;;;;;;"Auditorios y salas de música";"1284235939851";1284266639929;20140226;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284266639929/DirectorioPadre";
"Centro de Congresos y Exposiciones Lienzo Norte";"Municipal";"Gerente Don Gonzalo Sunico";;"Avenida de Madrid, 102";"05001";"Ávila";"1179297192481";;"920 270 838";;;;"http://www.lienzonorte.es/";"40.65987104878682#-4.7059571743011475#82";"<p>El Centro de Congresos y Exposiciones Lienzo Norte ofrece una capacidad para m&aacute;s de 2.000 butacas, de las cuales 1.392 se distribuyen en las salas Sinf&oacute;nica y Dorsal. Destaca tambi&eacute;n su sala de exposiciones.</p>";"Ávila";"1284266639929";1284236233194;20130531;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236233194/DirectorioPadre";
"Palencia";;;;;;;;"Si";;;;;;;;"Auditorios y salas de música";"1284235939851";1284266643849;20130425;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284266643849/DirectorioPadre";
"Segovia";;;;;;;;"Si";;;;;;;;"Auditorios y salas de música";"1284235939851";1284266644818;20130425;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284266644818/DirectorioPadre";
"Valladolid";;;;;;;;"Si";;;;;;;;"Auditorios y salas de música";"1284235939851";1284266645283;20130425;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284266645283/DirectorioPadre";
"Escuela Politécnica Superior (Ávila)";;;;"C/ Hornos Caleros, 50";"05003";"Ávila";"1179297192481";;"920 353 500";;;;"http://politecnicavila.usal.es/";"40.65126733929525#-4.67877910609127#76";;"Ávila";"1284267025156";1284311995979;20140317;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284311995979/DirectorioPadre";
"Palencia";;;;;;;;"Si";;;;;;;;"Otros";"1284235940146";1284267026039;20130429;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284267026039/DirectorioPadre";
"Segovia";;;;;;;;"Si";;;;;;;;"Otros";"1284235940146";1284267027411;20130429;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284267027411/DirectorioPadre";
"La Pista";;;;"Calle Iglesia";"47491";"Seca (La)";"1179469299749";;"983816318";;;"info@ayuntamientolaseca.com";"http://www.laseca.ayuntamientosdevalladolid.es";"41.413906#-4.905624499999931#88";;"Valladolid";"1284267028186";1409212566833;20140828;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1409212566833/DirectorioPadre";
"Burgos";;;;;;;;"Si";;;;;;;;"Archivos";"1284264221090";1284266293680;20130424;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284266293680/DirectorioPadre";
"Archivo Histórico Provincial de Palencia";;;;"C/ Niños del Coro, 4";"34005";"Palencia";"1179298103860";;"979 746 533 / 979 746 578";;"979 701 422";"archivo.palencia@jcyl.es";"http://www.archivoscastillayleon.jcyl.es";"42.01345937305201#-4.536130428314209#94";;"Palencia";"1284266824823";1284267318304;20130502;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284267318304/DirectorioPadre";
"Archivo Diocesano de Segovia";;;;"C/ Seminario, 4";"40001";"Segovia";"1179298563848";;"921.460.963";;;"archivodiocesanodesegovia@gmail.com";;"40.94898671325985#-4.120216369628906#106";;"Segovia";"1284266825871";1262861445132;20130426;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1262861445132/DirectorioPadre";
"Archivo de la Real Chancillería de Valladolid";;;;"C/ Chancillería, 4.";"47003";"Valladolid";"1179469311668";;"983.254746, 983.250232";;"983.267.802";;"http://www.mecd.gob.es/cultura-mecd/areas-cultura/archivos/mc/archivos/acv/portada.html;jsessionid=32B790C64CB631335F999D26B722CDA1";"41.6571705328207#-4.719529151916504#88";;"Valladolid";"1284266826818";1262861416122;20140922;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1262861416122/DirectorioPadre";
"Archivo de la Universidad de Valladolid";;;"Plaza de la Universidad, 1. 47002. Valladolid";"Plaza de la Universidad, 1.";"47002";"Valladolid";"1179469311668";;"983.423.587";"983.423.539";;"archivo.universitario@uva.es";"http://www.uva.es";"41.65335485542299#-4.721846580505371#88";;"Valladolid";"1284266826818";1263825331682;20130426;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1263825331682/DirectorioPadre";
"Museo Catedralicio de Ávila";;;"Plaza de la Catedral, 8 ? 5001 Ávila";"Plaza de la Catedral, 8.";"05001";"Ávila";"1179297192481";;"920 211641";;;"catedraldeavila@planalfa.es";"http://www.obav.es";"40.65599686889035#-4.69789981842041#88";"<p>Ocupa, dentro de la catedral, la Capilla del Cardenal y las Salas del Tesoro y de los Cantorales.</p>
<p>Los fondos de este museo se componen en su mayor&iacute;a de piezas escult&oacute;ricas, orfebrer&iacute;a y cantorales. Al lado de algunas obras atribuidas a Pedro de Mena, Fernando Gallego y Morales, podemos considerar como &uacute;nicas: un fragmento de tabla del s. XII, representando a San Pablo; la &quot;custodia&quot; de Juan de Arfe, y la extraordinaria colecci&oacute;n de cantorales del s. XV, de Juan de Carri&oacute;n.</p>
<p>Una de las obras m&aacute;s sobresalientes es un lienzo de El Greco en el que aparece retratado el obispo Garci B&aacute;nez de M&uacute;xica.</p>";"Ávila";"1260887607822";1260887614172;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1260887614172/DirectorioPadre";
"Centro de Interpretación del Misticismo";;;"Paseo del Rastro, s/n ? 05002 Ávila";"Paseo del Rastro, s/n";"05002";"Ávila";"1179297192481";;"920 222165";;;;"http://www.avilamistica.com";"40.65459689980922#-4.701848030090332#88";;"Ávila";"1260887607822";1261038980014;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261038980014/DirectorioPadre";
"Vetonia Cultura y Naturaleza";;;"Torreón de los Guzmanes, Plaza del Corral de las Campanas, 1 ? 05001 Ávila";"Torreón de los Guzmanes, Plaza del Corral de las Campanas, 1.";"05001";"Ávila";"1179297192481";;"920 357102";;;;;"40.65521549442094#-4.701204299926758#88";;"Ávila";"1260887607822";1261038983271;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261038983271/DirectorioPadre";
"Museo de la Real Capilla";;;"Santuario de San Pedro de Alcántara ? 05040 Arenas de San Pedro Ávila";"Santuario de San Pedro de Alcántara";"05040";"Arenas de San Pedro";"1179297190675";;"920 370204";"920 372328";;"santuariosanpedro@gmail.com";;"40.214915000957#-5.078322887420654#94";"<p>Predomina el arte barroco de los ss. XVII y XVIII. Destacan, entre sus obras, el &quot;San Benito de Palermo&quot;, obra de Pedro de Mena, y el &quot;San Francisco de As&iacute;s&quot;, de S. Carmona. Son muy conocidos sus ricos bordados, como el &quot;terno&quot; del Marqu&eacute;s de la Ensenada o la &quot;casulla&quot; del Conde de Oropesa. Tambi&eacute;n sobresale por la nobleza y finura de su orfebrer&iacute;a.</p>";"Ávila";"1260887607822";1261038986996;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261038986996/DirectorioPadre";
"Casa de los Sexmos. Museo de la Historia de Arévalo ?Arevalorum?";;;"Casa de los Sexmos, Plaza de la Villa, s/n ? 05200 Arévalo (Ávila)";"Plaza de la Villa, s/n.";"05200";"Arévalo";"1179297191660";;"920 300001";;;"adl@ayuntamientoarevalo.es";;"41.066523#-4.719357#82";"<p>La Casa de los Sexmos serv&iacute;a para que se alojaran los sexmeros, para reunirse, para almacenar los bienes o enseres de la Tierra. En la actualidad se ha convertido en el Museo de la Historia de Ar&eacute;valo.</p>
<p>En este edificio fue ratificado el Tratado de Tordesillas en 1494, y desde sus balcones sexmeros, monarcas y regidores presenciaban corridas de toros y otros festejos.</p>
<p>En su antigua sala de juntas conserva un precioso artesonado recientemente restaurado por la escuela taller.<br />
&nbsp;</p>";"Ávila";"1260887607822";1261039013589;20130515;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039013589/DirectorioPadre";
