Fichero actualizado a fecha: 2014-10-19 03:52:48
DescripcionBlob;NombreEntidad;DirectorioRelacionado;DirectorioRelacionado;Localidad;Tipo de Gestión;Horario de apertura;Requisitos específicos para el acceso;Accesibilidad;Servicios disponibles;Información Adicional;Identificador;FechaModificacion;Enlace al contenido;
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenCentro&amp;_herramienta_=true&amp;_cid_=1253081374175&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1253081374175;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal de Turégano";"Biblioteca Pública Municipal de Turégano";"1191909671996";"Turégano";;"<ul>
<li>Lunes, mi&eacute;rcoles y viernes : 17:00 a 19:00 h.</li>
</ul>";;;"<ul>
<li>Pr&eacute;stamo.</li>
<li>Consulta.</li>
<li>Informaci&oacute;n.</li>
</ul>";"<p><strong>Recursos:<br />
</strong></p>
<ul>
<li>Libros.</li>
<li>Peri&oacute;dicos y revistas.</li>
<li>Audiovisuales&nbsp;</li>
</ul>
<p><strong>Equipamiento:</strong> 46 puestos de consulta, 1 esc&aacute;ner y una impresora.&nbsp;</p>
<p><strong>Equipamiento inform&aacute;tico:</strong> 1 ordenador de gesti&oacute;n interna y 1 de uso p&uacute;blico.</p>";1284220923426;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1284220923426/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenIzda&amp;_herramienta_=true&amp;_cid_=1284221851206&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1284221851206;Tipo:Recurso)]</i></span>";"Biblioteca Municipal de Candeleda";"Biblioteca Pública Municipal de Candeleda";"1191996718150";"Candeleda";;"<p><strong>Lunes a Viernes:<br />
</strong>Ma&ntilde;anas de 11.00 a 13.00 horas<br />
Tardes de 17.00 a 20.00 horas</p>
<p><em>Secci&oacute;n Infantil<br />
</em><strong>Lunes a Viernes:<br />
</strong>Tardes&nbsp;de 17.00 a 19.30 horas</p>
<p><em>Punto de lectura de El Raso<br />
</em><strong>Mi&eacute;roles </strong>de 16.00 a 18.00 horas</p>";;;"<ul>
<li>Pr&eacute;stamo Adultos e Infantil</li>
<li>Hemeroteca</li>
<li>Lectura en Sala</li>
<li>Acceso a Internet</li>
</ul>";"<p><strong>Recursos:</strong></p>
<ul>
<li>Libros Adultos e Infantil</li>
<li>Publicaciones peri&oacute;dicas</li>
<li>Audiovisuales Adultos e Infantil&nbsp;</li>
</ul>
<p><strong>Equipamiento</strong></p>
<ul>
<li>84&nbsp;m2</li>
<li>72&nbsp;puestos de consulta</li>
<li>251 m. de estanterias</li>
<li>1 fotocopiadora</li>
</ul>
<p><strong>Equipamiento inform&aacute;tico</strong></p>
<ul>
<li>2 ordenador uso interno (con acceso a Internet)</li>
<li>8&nbsp;ordenadores uso p&uacute;blico (con acceso a Internet)</li>
<li>Wi-Fi</li>
</ul>";1284221852276;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1284221852276/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenIzda&amp;_herramienta_=true&amp;_cid_=1284221858424&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1284221858424;Tipo:Recurso)]</i></span>";"Biblioteca Municipal de Casavieja";"Biblioteca Pública Municipal de Casavieja";"1193120400406";"Casavieja";;"<p><strong>Lunes a Viernes:<br />
</strong>Tardes de 16.30 a 19.00 horas</p>";;;"<ul>
<li>Pr&eacute;stamo Adultos e Infantil</li>
<li>Lectura en Sala</li>
<li>Acceso a Internet</li>
</ul>";"<p><strong>Recursos:</strong></p>
<ul>
<li>Libros Adultos e Infantil</li>
<li>Publicaciones peri&oacute;dicas</li>
<li>Audiovisuales Adultos e Infantil&nbsp;</li>
</ul>
<p><strong>Equipamiento</strong></p>
<ul>
<li>90&nbsp;m2</li>
<li>24&nbsp;puestos de consulta</li>
<li>180 m. de estanterias</li>
</ul>
<p><strong>Equipamiento inform&aacute;tico</strong></p>
<ul>
<li>1&nbsp;ordenador uso interno (con acceso a Internet)</li>
<li>5&nbsp;ordenadores uso p&uacute;blico (con acceso a Internet)</li>
</ul>";1284221859785;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1284221859785/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenIzda&amp;_herramienta_=true&amp;_cid_=1284221953352&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1284221953352;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal ""José Jiménez Lozano"" de Ávila";"Biblioteca Pública Municipal de Ávila";"1193641946247";"Ávila";;"<p><strong>Lunes a Viernes</strong>:<br />
Ma&ntilde;anas 10.00-14.00 horas<br />
Tardes 17.00-20.00 horas</p>";;;"<ul>
<li>Pr&eacute;stamo Adultos e Infantil</li>
<li>Hemeroteca</li>
<li>Lectura en Sala</li>
<li>Acceso a Internet</li>
<li>Fondo Local</li>
<li>Animaci&oacute;n a la Lectura</li>
</ul>";"<p><strong>Recursos:</strong></p>
<ul>
<li>Libros Adultos e Infantil</li>
<li>Publicaciones peri&oacute;dicas</li>
<li>Audiovisuales Adultos e Infantil&nbsp;</li>
</ul>
<p><strong>Equipamiento</strong></p>
<ul>
<li>94&nbsp;puestos de consulta</li>
<li>1 fotocopiadora</li>
</ul>
<p><strong>Equipamiento inform&aacute;tico</strong></p>
<ul>
<li>3&nbsp;ordenador uso interno (con acceso a Internet)</li>
<li>5&nbsp;ordenadores uso p&uacute;blico (con acceso a Internet)</li>
</ul>";1284221953722;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1284221953722/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenIzda&amp;_herramienta_=true&amp;_cid_=1284222023678&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1284222023678;Tipo:Recurso)]</i></span>";"Biblioteca Municipal de El Hoyo de Pinares";"Biblioteca Pública Municipal de El Hoyo de Pinares";"1193120402937";"Hoyo de Pinares (El)";;"<p><strong>Lunes a Viernes</strong>:<br />
Ma&ntilde;anas de 9.00 a 14.00 horas<br />
Tardes de 18.00 a 20.00 horas</p>";;;"<ul>
<li>Pr&eacute;stamo Adultos e Infantil</li>
<li>Consulta en&nbsp;Sala</li>
<li>Hemeroteca</li>
<li>Pr&eacute;stamo de Audiovisuales</li>
<li>Acceso a Internet</li>
<li>Reprograf&iacute;a</li>
</ul>";"<p><strong>Recursos:</strong></p>
<ul>
<li>Libros Adultos e Infantil</li>
<li>Publicaciones peri&oacute;dicas</li>
<li>Audiovisuales Adultos e Infantil&nbsp;</li>
</ul>
<p><strong>Equipamiento</strong></p>
<ul>
<li>217&nbsp;m2</li>
<li>40&nbsp;puestos de consulta</li>
<li>224 m. de estanterias</li>
</ul>
<p><strong>Equipamiento inform&aacute;tico</strong></p>
<ul>
<li>2&nbsp;ordenadores uso interno (con acceso a Internet)</li>
<li>3&nbsp;ordenadores uso p&uacute;blico (con acceso a Internet)</li>
<li>2 impresoras</li>
<li>1 esc&aacute;ner</li>
</ul>";1284222025558;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1284222025558/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenIzda&amp;_herramienta_=true&amp;_cid_=1284222138615&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1284222138615;Tipo:Recurso)]</i></span>";"Biblioteca Municipal de El Tiemblo";"Biblioteca Pública Municipal de El Tiemblo";"1193120405480";"Tiemblo (El)";;"<p><strong>Lunes a Viernes<br />
</strong>Tardes de 17.00 a 21.00 horas&nbsp;</p>";;;"<ul>
<li>Pr&eacute;stamo Adultos e Infantil</li>
<li>Lectura en Sala</li>
<li>Acceso a Internet</li>
</ul>";"<p><strong>Recursos:</strong></p>
<ul>
<li>Libros Adultos e Infantil</li>
<li>Publicaciones peri&oacute;dicas</li>
<li>Audiovisuales Adultos e Infantil&nbsp;</li>
</ul>
<p><strong>Equipamiento</strong></p>
<ul>
<li>147&nbsp;m2</li>
<li>24&nbsp;puestos de consulta</li>
<li>259&nbsp;m. de estanterias</li>
</ul>
<p><strong>Equipamiento inform&aacute;tico</strong></p>
<ul>
<li>1&nbsp;ordenador uso interno (con acceso a Internet)</li>
<li>2&nbsp;ordenadores uso p&uacute;blico (con acceso a Internet)</li>
</ul>";1284222142138;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1284222142138/DirectorioPadre";
;"Biblioteca Municipal de La Cistérniga";"Biblioteca Pública Municipal de La Cistérniga";"1261041522719";"Cistérniga";;"<p><strong>Lunes a Viernes:<br />
</strong>Ma&ntilde;anas: de 10:30 a 13:30 h.<br />
Tardes: de 16:30 a 20:30 h.</p>";;;"<ul>
<li>Consulta en sala</li>
<li>Pr&eacute;stamo</li>
<li>Informaci&oacute;n bibliogr&aacute;fica</li>
<li>Acceso a internet</li>
<li>Actividades culturales&nbsp;y&nbsp;de animaci&oacute;n a la lectura</li>
</ul>";"<p><strong>Recursos:<br />
<br />
</strong>Disponemos de aproximadamente 4.000 vol&uacute;menes distribuidos en las secciones de adultos e infantil, 12 t&iacute;tulos de revista y 5 diarios. Existen tambi&eacute;n documentos audiovisuales y cd-rom (unos 100 ejemplares). <br />
<br />
<strong>Equipamiento:<br />
</strong>40 puestos de lectura, fotocopiadora y tel&eacute;fono. <br />
<br />
<strong>Equipamiento inform&aacute;tico:<br />
</strong>6 ordenadores de uso p&uacute;blico con acceso Internet, uno de ellos para consultas r&aacute;pidas y un ordenador para uso bibliotecario. Servicio WIFI en toda la biblioteca. 1 impresora de uso p&uacute;blico y una impresora y un esc&aacute;ner para el trabajo bibliotecario. <br />
&nbsp;</p>";1284222336556;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1284222336556/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenIzda&amp;_herramienta_=true&amp;_cid_=1198738920731&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1198738920731;Tipo:Recurso)]</i></span>";"Biblioteca Municipal de Laguna de Duero";"Biblioteca Pública Municipal de Laguna de Duero";"1193641881518";"Laguna de Duero";;"<p><strong>Lunes a Viernes:<br />
</strong>Ma&ntilde;anas: 10:00 a 14:00 h.<br />
Tardes: de 17:00 a 20:30 h.</p>";;;"<ul>
<li>Consulta en sala</li>
<li>Pr&eacute;stamo</li>
<li>Acceso a internet</li>
<li>Informaci&oacute;n bibliogr&aacute;fica</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura, entre las que destacan: Carnaval en la biblioteca; Encuentros literarios; S&uacute;bete al tren de la lectura; A la lectura desde la cuna; Ven, visita y conoce la biblioteca.</li>
</ul>";"<p><strong>Recursos:<br />
<br />
</strong>
<ul>
<li>18.500 libros distribuidos en las secciones infantil y juvenil y de adultos.</li>
<li>70 t&iacute;tulos de revista y 8 diarios.</li>
<li>Documentos audiovisuales (1.200 t&iacute;tulos aprox.), material multimedia en cd-rom y audiolibros.</li>
</ul>
<p><strong>Equipamiento:<br />
</strong>35 puestos de consulta; tel&eacute;fono y fax.<br />
<br />
<strong>Equipamiento inform&aacute;tico:<br />
</strong>14 ordenadores de acceso p&uacute;blico a Internet y un OPAC. <br />
5 ordenadores de uso bibliotecario&nbsp;<br />
&nbsp;</p>
</p>";1284222341592;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1284222341592/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenIzda&amp;_herramienta_=true&amp;_cid_=1284222645110&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1284222645110;Tipo:Recurso)]</i></span>";"Biblioteca de la Escuela Politécnica Superior de Ávila";"Biblioteca de la Escuela Politécnica Superior de Ávila";"1284222644749";"Ávila";;"<p><strong>Lunes a Viernes (periodo lectivo)<br />
</strong>de&nbsp;8..30 a 21.00 horas<br />
&nbsp;</p>";;;"<ul>
<li>Pr&eacute;stamo a domicilio</li>
<li>Pr&eacute;stamo Interbibliotecario</li>
<li>Consulta&nbsp;en Sala</li>
<li>Informaci&oacute;n bibliogr&aacute;fica</li>
<li>Acceso a bases de datos y publicaciones electr&oacute;nicas</li>
<li>Acceso a internet Reprograf&iacute;a e impresi&oacute;n</li>
</ul>";"<p><strong>Recursos:</strong></p>
<ul>
<li>Libros (monograf&iacute;as y obras de consulta)</li>
<li>Publicaciones peri&oacute;dicas</li>
<li>Documentos electr&oacute;nicos&nbsp;</li>
<li>Acceso a bases de&nbsp;datos&nbsp;</li>
</ul>
<p>&nbsp;</p>";1284222646360;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1284222646360/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenIzda&amp;_herramienta_=true&amp;_cid_=1198738903349&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1198738903349;Tipo:Recurso)]</i></span>";"Biblioteca Municipal de Tudela de Duero";"Biblioteca Pública Municipal de Tudela de Duero";"1193641923432";"Tudela de Duero";;"<p><strong>Invierno:</strong> Lunes a viernes de 10:00 a 13:00 h y de 17:00 a 20:30 h. <br />
<strong>Verano </strong>(julio y agosto): ma&ntilde;anas de 09:00 a 14:00 h.; tardes: jueves de 17:00 a 20:30 h.</p>
<p>&nbsp;</p>";;;"<ul>
<li>Consulta, pr&eacute;stamo, hemeroteca, secci&oacute;n de audiovisuales y multimedia y acceso a internet.</li>
<li>Informaci&oacute;n bibliogr&aacute;fica y servicio de informaci&oacute;n local (difusi&oacute;n de actividades e informaci&oacute;n sobre el municipio y provincia).</li>
<li>Formaci&oacute;n de usuarios, pr&eacute;stamo interbibliotecario, animaci&oacute;n a la lectura y actividades culturales. <br />
&nbsp;</li>
</ul>";"<p><strong>Recursos:<br />
</strong>
<ul>
<li>19.500 libros distribuidos en las secciones de adultos e infantil/juvenil.</li>
<li>35 t&iacute;tulos de revista y 5 peri&oacute;dicos diarios.</li>
<li>Una colecci&oacute;n de documentos audiovisuales formada por 1.900 t&iacute;tulos y una colecci&oacute;n multimedia compuesta por 70 t&iacute;tulos de cd-rom. <br />
&nbsp;</li>
</ul>
<p><strong>Equipamiento:<br />
</strong></p>
<ul>
<li>48 puestos de consulta <br />
&nbsp;</li>
</ul>
<p><strong>Equipamiento inform&aacute;tico:<br />
</strong></p>
<ul>
<li>12 ordenadores para acceso p&uacute;blico con conexi&oacute;n a internet en mesa de cabina individual con impresora, esc&aacute;ner y sistema wi-fi.</li>
<li>2 ordenadores de uso interno de la biblioteca. <br />
&nbsp;</li>
</ul>
</p>";1284222697073;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1284222697073/DirectorioPadre";
"<p>Especializada en Archiv&iacute;stica, Ciencias auxiliares de la Historia, Historia de las Instituciones y de las Administraciones, Historia de Zamora y de Castilla y Le&oacute;n, Her&aacute;ldica y Genealog&iacute;a.</p>
<p><br />
&nbsp;</p>";"Biblioteca del Archivo Histórico Provincial (Zamora)";"Biblioteca del Archivo Histórico de Zamora";"1238497601648";"Zamora";;"<p>HORARIO DE INVIERNO: lunes a viernes (ma&ntilde;anas) de 8:30 a 14:30 - lunes y martes (tardes) de 16:30 a 19:00<br />
HORARIO DE VERANO (Julio, Agosto y Septiembre): lunes a viernes de 8:15 a 14:30</p>
<p>&nbsp;</p>";;;"<p>Consulta<br />
Pr&eacute;stamo restrigido a investigadores<br />
Reprograf&iacute;a<br />
Lectores/reproductores de microformas<br />
Informaci&oacute;n bibliogr&aacute;fica<br />
Pr&eacute;stamo interbibliotecario<br />
&nbsp;</p>";"<ul>
<li>Recursos:</li>
</ul>
<ul>
<li>Libros</li>
<li>Publicaciones Peri&oacute;dicas</li>
<li>Fondo Antiguo</li>
<li>Recursos Electr&oacute;nicos</li>
<li>Mapas</li>
<li>Planos</li>
<li>Carteles</li>
<li>Fotograf&iacute;as</li>
<li>Partituras musicales</li>
<li>Registros sonoros</li>
<li>Audiovisuales</li>
</ul>
<p>&nbsp;</p>
<ul>
<li>Equipamiento:</li>
</ul>
<ul>
<li>72 puestos de lectura</li>
</ul>";1284222789186;20140311;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1284222789186/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FBibliotecasPlantillaImagenCentro&amp;_herramienta_=true&amp;_cid_=1284223417280&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1284223417280;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal Príncipe Felipe de Arija";"Biblioteca Pública Municipal de Arija";"1193292151244";"Arija";;"<p>Lunes a viernes: 11:00 a 14:00 h. Mi&eacute;rcoles y viernes: 16:00 a 18:30 h.</p>";;;"<ul>
<li>Pr&eacute;stamo y Pr&eacute;stamo interbibliotecario</li>
<li>Consulta e Informaci&oacute;n</li>
<li>Acceso a Internet</li>
<li>Infantil y Juvenil</li>
<li>Fondo local<br />
&nbsp;</li>
</ul>";"<ul>
<li>Recursos: Libros, peri&oacute;dicos y revistas, audiovisuales, multimedia.</li>
</ul>";1284222867103;20140307;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1284222867103/DirectorioPadre";
"<p>&nbsp;</p><img src='/web/jcyl/binarios/380/137/BPBU_BM_O%C3%91A.jpg' alt='Imagen de la fachada de la biblioteca de Oña'>";"Biblioteca Pública Municipal de Oña";"Biblioteca Pública Municipal de Oña";"1193378559234";"Oña";;"<p>Lunes:&nbsp;17:00 a 20:00 horas<br />
Martes, mi&eacute;rcoles y jueves:&nbsp;19:00 a 20:00 horas<br />
Viernes:&nbsp;17:00 a 19:00 horas<br />
&nbsp;</p>";;;"<ul>
<li>Pr&eacute;stamo y Pr&eacute;stamo interbibliotecario</li>
<li>Consulta e Informaci&oacute;n</li>
<li>Acceso a Internet</li>
<li>Infantil y juvenil</li>
<li>Fondo local</li>
<li>Reprograf&iacute;a&nbsp;<br />
&nbsp;</li>
</ul>";"<ul>
<li>Recursos: Libros, peri&oacute;dicos y revistas, audiovisuales y multimedia.</li>
</ul>";1284222997411;20140308;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1284222997411/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FBibliotecasPlantillaImagenCentro&amp;_herramienta_=true&amp;_cid_=1284223428196&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1284223428196;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal de Covarrubias";"Biblioteca Pública Municipal de Covarrubias";"1193292152121";"Covarrubias";;"<p>Lunes: 19 a 21 horas</p>
<p>Martes&nbsp;a viernes:&nbsp;13 a 14 horas&nbsp;y&nbsp;19 a 21 horas</p>";;;"<ul>
<li>Pr&eacute;stamo</li>
<li>Consulta e Informaci&oacute;n</li>
<li>Acceso a Internet</li>
<li>Infantil y Juvenil</li>
<li>Fondo local</li>
<li>Reprograf&iacute;a&nbsp;<br />
&nbsp;</li>
</ul>";"<ul>
<li>Recursos: Libros, peri&oacute;dicos y revistas, audiovisuales, multimedia, dep&oacute;sito.</li>
</ul>";1284223019664;20140308;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1284223019664/DirectorioPadre";
"<p>Biblioteca especializada en temas locales y en temas de Castilla y Le&oacute;n.<br />
Destacan: Colecci&oacute;n Libro escolar antiguo (S.XIX-XX) y la Biblioteca personal de Manuel Machado.<br />
Contiene los fondos bibliogr&aacute;ficos de la Biblioteca auxiliar del Archivo de la Diputaci&oacute;n.<br />
&nbsp;</p>";"Biblioteca de la Diputación Provincial de Burgos";"Biblioteca de la Diputación Provincial de Burgos";"1202287006245";"Burgos";;"<p>Lunes a viernes : 9 a 14 h ; 16:00 a 20:45 h.&nbsp;</p>";"Acceso libre";;"<ul>
<li>Secci&oacute;n de referencia de libre acceso</li>
<li>Consulta en sala</li>
<li>Sala de investigadores</li>
<li>Sala de trabajos en grupo</li>
<li>Informaci&oacute;n bibliogr&aacute;fica</li>
<li>B&uacute;squedas bibliogr&aacute;ficas</li>
<li>Reprograf&iacute;a&nbsp;<br />
&nbsp;</li>
</ul>";"<p>Recursos: libros, fondo antiguo, publicaciones peri&oacute;dicas, folletos, mapas, planos</p>";1284223137380;20140307;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1284223137380/DirectorioPadre";
"<p>Biblioteca especializada en historia, bellas artes, cultura y&nbsp;arqueolog&iacute;a de Burgos y su provincia.</p>";"Biblioteca de la Institución Fernán González";"Biblioteca de la Institución Fernán González. Burgos";"1202287007612";"Burgos";;"<p>Lunes a viernes : 10:00 a 13:45 h ; 17:00 a 19:30 h.&nbsp;</p>";"Acceso libre";;"<ul>
<li>Referencia</li>
<li>Informaci&oacute;n bibliogr&aacute;fica</li>
<li>B&uacute;squedas bibliogr&aacute;ficas</li>
<li>Reprograf&iacute;a&nbsp;<br />
&nbsp;</li>
</ul>";"<p>Recursos: libros</p>";1284223172690;20140307;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1284223172690/DirectorioPadre";
;"Biblioteca del Centro Asociado de la UNED.Burgos";"Biblioteca del Centro Asociado de la UNED en Burgos";"1202288127996";"Burgos";;"<p>Lunes a viernes : 10:00 a 13:00 h ; 16:00 a 20:00 h. S&aacute;bados: 10:00 h. a 12:00 h.</p>";"Acceso restringido a alumnos";;"<ul>
<li>Pr&eacute;stamo restringido a alumnos</li>
<li>Pr&eacute;stamo interbibliotecario</li>
</ul>";"<p>Recursos: libros, audiovisuales</p>";1284223350643;20140307;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1284223350643/DirectorioPadre";
