Fichero actualizado a fecha: 2014-10-19 14:41:17
Nombre del Organismo;Descripción;DatosPersonales;Dirección;Calle;CodigoPostal;Localidad;Localidad;SoloClasificar;Teléfono;Telefax oficial;Fax;e-mail;Páginas de internet;Posicion;Información Adicional;Directorio Superior;Identificador Directorio Superior;Identificador;FechaModificacion;Enlace al contenido;
"Espacio Informativo de la Muralla de Segovia";;;"C/ Martínez Campos, s/n. 40001 Segovia (Segovia)";"C/ Martínez Campos, s/n.";"40001";"Segovia";"1179298563848";;"921 461297";"921 466708";;"muralla@turismodesegovia.com";"http://www.turismodesegovia.com";"40.94938783128686#-4.126310348510742#94";;"Segovia";"1260887608415";1261041386807;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041386807/DirectorioPadre";
"Museo de Arte Contemporáneo Obispo Vellosillo";;;"Plaza Obispo Vellosillo, s/n. 40520 Ayllón (Segovia)";"Plaza Obispo Vellosillo, s/n.";"40520";"Ayllón";"1179298412438";;"921 553916";;;"ayuntamiento@ayllon.es";"http://www.ayllon.es";"41.42044475803688#-3.377201557159424#94";"<p>Situado en el palacio del Obispo Vellosillo (Obispo y Se&ntilde;or de Lugo), es de finales del siglo XVI. Su fachada es renacentista.</p>
<p>Ha sido restaurado y recientemente se situ&oacute; en &eacute;l el museo de Arte Contempor&aacute;neo. Museo conformado a trav&eacute;s de donaciones de artistas contempor&aacute;neos becados en los Cursos de Verano.</p>
<p>Se pueden admirar un total de doscientas obras. En pintura y escultura destacan Alcorlo, &Aacute;lvaro Delgado, Barjola, Pedro Bueno, Genov&eacute;s, Lucio Mu&ntilde;oz...<br />
Adem&aacute;s, el Museo posee entre sus fondos destacados restos arqueol&oacute;gicos.</p>
<p>Este Palacio comenz&oacute; su andadura como sede del Museo de Arte Contempor&aacute;neo en el a&ntilde;o 1983. Adem&aacute;s, el edificio alberga la biblioteca municipal.</p>";"Segovia";"1260887608415";1261041387601;20130523;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041387601/DirectorioPadre";
"Museo de los Fueros";;;"C/ Santos Justo y San Pastor, 8. 40300 Sepúlveda (Segovia)";"C/ Santos Justo y San Pastor, 8.";"40300";"Sepúlveda";"1179298565408";;"921 540425";"921 540810";;"museo@museodelosfueros.es";"http://www.museodelosfueros.es";"41.29683221297418#-3.7543630599975586#88";"<p>En las tres naves del templo, su coro alto y su singular cripta se exponen numerosas piezas, algunas de indudable valor simb&oacute;lico, entre las que hay que citar las llaves de las siete puertas de Sep&uacute;lveda o el pend&oacute;n de su Comunidad de Villa y Tierra, y otras de inter&eacute;s art&iacute;stico, como un &oacute;leo titulado &ldquo;el nacimiento de la Virgen&rdquo; pintado en un taller italiano durante la primera mitad del siglo XVII, un relieve en piedra de finales del XII denominado &ldquo;Santo Obispo&rdquo; o la Inmaculada Concepci&oacute;n a cuyos pies aparece el escudo de los Proa&ntilde;o, realizada en la segunda mitad del XVI.</p>";"Segovia";"1260887608415";1261041402459;20130527;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041402459/DirectorioPadre";
"Museo Etnográfico de Trilleros en Cantalejo";;;"C/ Sepúlveda, 52 ? 40320 Cantalejo (Segovia)";"C/ Sepúlveda, 52.";"40320";"Cantalejo";"1179298418539";;"921 520 001";;;"cultura@cantalejo.e.telefonica.net";"http://www.aytocantalejo.es";"41.25862999900291#-3.92061710357666#94";;"Segovia";"1260887608415";1270037523443;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1270037523443/DirectorioPadre";
"Centro de Interpretación de los Encierros";"Público";;;"Capillas Iglesia de San Francisco";"40200";"Cuéllar";"1179298428248";;"921 142 203 (Oficina Muncicipal de Turismo)";;;;;"41.401096#-4.314916#88";"<p>Tras la rehabilitaci&oacute;n de la Iglesia de San Francisco, las capillas laterales acogen el Centro de Interpretaci&oacute;n de los Encierros. A trav&eacute;s de una visita por un espect&aacute;culo audiovisual, se conocen y se viven los festejos populares y los &quot;juegos con toros&quot;, desde Creta hasta toda la cultura ib&eacute;rica, pasando por las diferentes fiestas que conviven en Espa&ntilde;a.<br />
El toro desde el mundo m&iacute;tico del paleol&iacute;tico, &iacute;beros y griegos hasta los ritos medievales, ha sido generador de vida, misterio, tradici&oacute;n o muerte. Todo ello dentro de la simbolog&iacute;a que supone el ciclo de la vida expresada y renovada cada a&ntilde;o, cuando desde lo m&aacute;s profundo de los pinares se ven llegar los toros a la ciudad. As&iacute;, este ritual supone una reafirmaci&oacute;n de la condici&oacute;n civilizadora de la ciudad -lo dionis&iacute;aco y lo apol&iacute;neo- entendido como reflejo de la sociedad.</p>
<p>El atractivo de este Centro aumenta seg&uacute;n se recorre, dado que su car&aacute;cter de &quot;patrimonio intangible&quot; le hace crear una realidad formal, por el componente que estas fiestas de los encierros tienen de inter&eacute;s social, tanto para el vecino como para el visitante de Cu&eacute;llar.<br />
Cuatro salas con las tecnolog&iacute;as m&aacute;s modernas, nos llevan de la mano para hacernos vivir un encierro diferente, representado en el juego eterno entre el hombre y el toro. Cada uno aqu&iacute; se convierte en protagonista de la historia, los rituales, la tensi&oacute;n, o el riesgo en torno al toro.<br />
Y la existencia de este Centro de Los Encierros en Cu&eacute;llar puede entenderse sabiendo que los encierros de Cu&eacute;llar son los m&aacute;s antiguos de Espa&ntilde;a.</p>";"Segovia";"1260887608415";1284236126871;20130521;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236126871/DirectorioPadre";
"Centro de Interpretación de la Ciudad y el Territorio";;;"C/ Mezquitas s/n. 42100 Ágreda (Soria)";"C/ Mezquitas s/n.";"42100";"Ágreda";"1179469097200";;"975 647188";"975 647193";;"medioambiente@aytoagreda.com";"http://www.aytoagreda.com";"41.85447505648477#-1.9165563583374023#94";"<p>Inaugurado el mes de julio de 2002.</p>
<p>Todo tiene un principio... Tambi&eacute;n las ciudades, y la que hoy ven tus ojos es el resultado de un milenio de transformaciones. Fusi&oacute;n de civilizaciones y culturas, &Aacute;greda es hija del encuentro de los hombres y el territorio, es frontera que une.</p>
<p>La Plaza Mayor, el coraz&oacute;n del &Aacute;greda actual, fue ayer un barranco cruzado por el r&iacute;o. La carretera que te ha tra&iacute;do hasta aqu&iacute;, una v&iacute;a de extramuros. Los arcos que encuentras en nuestras calles, son las puertas de cuatro inexpugnables barrios amurallados que formaban esta villa.</p>
<p>De vig&iacute;a emiral al municipio de calles laber&iacute;nticas, de paseos y jardines que hoy t&uacute; disfrutas. Aquitectura cambiante de la que t&uacute; puedes ser testigo, en el origen de la ciudad, en el barrio &aacute;rabe, en este centro de interpretaci&oacute;n.</p>";"Soria";"1260887608488";1261041421096;20130531;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041421096/DirectorioPadre";
"Museo de Arte Sacro de Ágreda";"Bellas Artes";;"Iglesia Nuestra Señora de la Peña. 42100 Ágreda (Soria)";"Iglesia Nuestra Señora de la Peña.";"42100";"Ágreda";"1179469097200";;"975 647188";;;;"http://www.aytoagreda.com";"41.85385173305279#-1.9190669059753418#94";"<p>El templo es rom&aacute;nico y el m&aacute;s antiguo de &Aacute;greda, consagrado en 1193. En &eacute;l se despos&oacute;, en 1221, Jaime I el Conquistador con do&ntilde;a Leonor de Castilla. <br />
Al exterior, llama la atenci&oacute;n su portada rom&aacute;nica de cuatro arquivoltas. <br />
Lo m&aacute;s curioso es su planta de dos naves de desigual anchura, caso &uacute;nico en el rom&aacute;nico soriano junto a la iglesia de Cerb&oacute;n, localidad no muy distante de &Aacute;greda.<br />
Los capiteles del interior son de talla tosca y alternan motivos vegetales e historiados, destacando entre &eacute;stos una escena de la Tentaci&oacute;n de Ad&aacute;n y Eva. <br />
En torno a esta iglesia quedan restos de la aljama jud&iacute;a, siendo la calle de los Zapateros (hoy Sebasti&aacute;n Logro&ntilde;o) uno de los m&aacute;s claros exponentes.</p>
<p>Despu&eacute;s de cinco a&ntilde;os de trabajo, la Consejer&iacute;a de Educaci&oacute;n y Cultura de la Junta de Castilla y Le&oacute;n, la Di&oacute;cesis de Osma-Soria y el Ayuntamiento de &Aacute;greda han concluido el proyecto que ha dado lugar al primer museo de arte religioso de la regi&oacute;n. En &eacute;l se pueden admirar m&aacute;s de 25 piezas, muchas de ellas desconocidas para el p&uacute;blico.</p>";"Soria";"1260887608488";1261041426116;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041426116/DirectorioPadre";
"Museo Etnográfico de Alcubilla del Marqués";"Etnología y Antropología";;"42391 Alcubilla del Marqués (Soria)";;"42391";"Burgo de Osma-Ciudad de Osma";"1179469126353";;"975 360116";;;;;"41.56697678932249#-3.1348586082458496#94";;"Soria";"1260887608488";1261041429092;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041429092/DirectorioPadre";
"Asociación de Amigos del Museo Numantino";;;"Paseo del Espolón, 8 42001 Soria";"Paseo del Espolón, 8.";"42001";"Soria";"1179469197687";;"975 221 397";"975 229 872";;"revandma@jcyl.es";;"41.764493895173274#-2.4705076217651367#88";;"Soria";"1260887608488";1264142413686;20130531;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1264142413686/DirectorioPadre";
"Museo de Arte Sacro de San Esteban de Gormaz. Iglesia de San Miguel";;;;"C/ San Miguel";"42330";"San Esteban de Gormaz";"1179469189573";;"975 350 002 / 975 350 049";;;;;"41.57571#-3.2069392#88";"<p>Este museo de Arte Sacro&nbsp;se encuentra ubicado en la Iglesia de San Miguel. Fue creado para aglutinar y albergar parte de los bienes muebles de las numerosas parroquias que componen el Arciprestazgo de San Esteban de Gormaz, y con el objetivo de conservar y mostrar la riqueza patrimonial de la comarca.</p>";"Soria";"1260887608488";1284236146559;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236146559/DirectorioPadre";
"Museo de la Ciencia de Valladolid";;;"Avda. de Salamanca, 59. 47014 Valladolid (Valladolid)";"Avda. de Salamanca, 59.";"47014";"Valladolid";"1179469311668";;"983 144300";"983 144301";;"informacion@museocienciavalladolid.es";"http://www.museocienciavalladolid.es";"41.63637395366114#-4.747359752655029#94";;"Valladolid";"1260887608561";1261041540685;20130524;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041540685/DirectorioPadre";
"Museo Fundación Cristóbal Gabarrón";;;"Calle Rastrojo. c/v Barbecho . 47014 Valladolid (Valladolid)";"Calle Rastrojo. c/v Barbecho.";"47014";"Valladolid";"1179469311668";;"983 362490";"983 362223";;"info@gabarron.org";"http://www.fc-gabarron.es/";"41.65008409488229#-4.7449564933776855#94";;"Valladolid";"1260887608561";1261041555766;20130528;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041555766/DirectorioPadre";
"Museo de la Universidad de Valladolid";;;"Palacio de Santa Cruz, 8. 47002 Valladolid (Valladolid)";"Palacio de Santa Cruz, 8.";"47002";"Valladolid";"1179469311668";;"983 423240";"983 184958";;"muva@uva.es";;"41.65143089874703#-4.719786643981934#94";"<p>El MUVA -Museo de la Universidad de Valladolid-, inaugurado por los Duques de Soria el d&iacute;a 24 de Abril de 2002, est&aacute; ubicado en el Ala de San Ambrosio del Palacio de Santa Cruz, restaurada en el a&ntilde;o 2002, en un recinto que ya hab&iacute;a albergado un uso muse&iacute;stico, como queda acreditado por la tradicional denominaci&oacute;n de la actual plaza de Santa Cruz como Plaza del Museo.</p>
<p>Consta de tres secciones: una, ubicada en la sala principal, albergar&aacute; una muestra permanente de objetos relacionados con la Historia de la Universidad de Valladolid y con su rico patrimonio mueble y documental tales como c&oacute;dices, instrumental oftalmol&oacute;gico y anat&oacute;mico, monetarios romanos y otras valiosas muestras arqueol&oacute;gicas, objetos religiosos, bulas y autorizaciones para la impartici&oacute;n de estudios superiores de car&aacute;cter civil y religioso, libros de actas, el c&oacute;dice de los comentarios al Apocalipsis del Beato de Li&eacute;bana y una peque&ntilde;a muestra de la excepcional pinacoteca de la Universidad de Valladolid. Una segunda sala -denominada Sala San Ambrosio- acoger&aacute; exposiciones temporales que pueden agruparse en tres categor&iacute;as: intercambio de colecciones con otras universidades, muestra de resultados de investigaci&oacute;n de equipos de la UVA de inter&eacute;s general y conveniente divulgaci&oacute;n y por &uacute;ltimo esta sala de exposiciones San Ambrosio, integrada en el MUVA, ser&aacute; un recinto destinado a mostrar la obra de artistas contempor&aacute;neos, confirmando as&iacute; la apuesta que la Universidad de Valladolid hizo hace ya algunos a&ntilde;os. Obviamente, la Sala de Exposiciones San Ambrosio viene a completar la funci&oacute;n que hasta el curso 2001-2002 hab&iacute;a desarrollado en exclusiva la Sala de Exposiciones Renacimiento, ubicada asimismo en la planta baja del palacio de Santa Cruz. Por &uacute;ltimo un tercer recinto estar&aacute; destinado a exposiciones monogr&aacute;ficas de fotograf&iacute;a y a mostrar, de forma resumida y did&aacute;ctica, los principales hitos de la siete veces centenaria universidad de Valladolid.</p>
<p>Desde el punto de vista organizativo el MUVA, que es resultado de la colaboraci&oacute;n de todos los departamentos y centros de la universidad vallisoletana que han cedido alguno de sus bienes m&aacute;s preciados, se constituye adem&aacute;s como una estructura que agrupa todas las iniciativas y expresiones muse&iacute;sticas hasta ahora dispersas en la Universidad de Valladolid, a saber: el recinto del Palacio de Santa Cruz que constituye la sede central del MUVA -Museo de la Universidad-, el Museo Anat&oacute;mico y el Museo de Oftalmolog&iacute;a Dr. Sarac&iacute;bar -ubicados ambos en la Facultad de Medicina- y el Museo de Ciencias Naturales Jes&uacute;s M&ordf; Hernando.</p>";"Valladolid";"1260887608561";1261041556281;20130529;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041556281/DirectorioPadre";
"Museo de las Villas Romanas (Almenara-Puras)";;;"Carretera N-601 Valladolid-Adanero, Km. 137. 47419 Almenara de Adaja-Puras (Valladolid)";"Carretera N-601 Valladolid-Adanero, Km. 137.";"47419";"Almenara de Adaja";"1179469234626";;"983 626036";;;"info@museodelasvillasromanas.com";"http://www.museodelasvillasromanas.com";"41.194414804472125#-4.662494659423828#76";"<p>El Museo de las Villas Romanas de Almenara-Puras constituye un centro de inter&eacute;s cultural y tur&iacute;stico relevante de Castilla y Le&oacute;n.<br />
El conjunto muse&iacute;stico est&aacute; formado por dos edificios complementarios: el Museo de las Villas Romanas, primer espacio tur&iacute;stico-cultural de este tipo que se puede visitar en Espa&ntilde;a; el segundo edificio cubre los restos recuperados de la lujosa casa se&ntilde;orial de la Villa Romana de Almenara-Puras.<br />
El Museo de las Villas Romanas ofrece una visi&oacute;n muy completa de la vida r&uacute;stica romana. Sus contenidos explican c&oacute;mo era la vida de la &eacute;poca en el campo mediante las construcciones rurales m&aacute;s caracter&iacute;sticas: las villas.</p>";"Valladolid";"1260887608561";1261041564687;20130527;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041564687/DirectorioPadre";
"Museo Provincial del Vino";;;"Castillo. 47300 Peñafiel (Valladolid)";"Castillo.";"47300";"Peñafiel";"1179469273430";;"983 881199";"983 880060";;"museodelvino@turisvall.com";"http://www.turismopenafiel.com/";"41.5965418847684#-4.1139936447143555#88";"<p>Ubicado en el castillo, recoge aspectos de tipo enol&oacute;gico, etnogr&aacute;fico e hist&oacute;rico relacionados con el vino, as&iacute; como la documentaci&oacute;n relativa a la historia del castillo de Pe&ntilde;afiel.</p>";"Valladolid";"1260887608561";1261041618131;20130529;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041618131/DirectorioPadre";
"Museo Pedagógico de Ciencias Naturales";"Universidad de Valladolid";;;"Plaza España, 7.";"47001";"Valladolid";"1179469311668";;"983.20.44.65/983.21.16.09";;"983 21 16 09.";;;"41.64875#-4.725216#88";"<p>El origen del museo se remonta a la exposici&oacute;n que Jes&uacute;s Mar&iacute;a Hernando Cordovilla organiz&oacute; en 1966 en el edificio de la Escuela Superior de Magisterio (hoy Colegio Garc&iacute;a Quintana). Podemos encontrar: Zoolog&iacute;a, geolog&iacute;a, bot&aacute;nica, biolog&iacute;a, paleontolog&iacute;a, arqueolog&iacute;a y papiroflexia.<br />
&nbsp;</p>";"Valladolid";"1260887608561";1284236156099;20130529;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236156099/DirectorioPadre";
"Museo Catedralicio de Zamora";;;"Pza. de la Catedral, s/n ? 49001 Zamora";"Pza. de la Catedral, s/n.";"49001";"Zamora";"1179469491795";;"980 530644";"980 530644";;"cabildocatedraldezamora@gmail.com";;"41.499385338538644#-5.754239559173584#100";"<p>Una atrevida escalera herreriana que arranca del claustro, nos introduce en sus estancias. No es muy elevado el n&uacute;mero de piezas que tiene expuestas, pero son todas de una gran relevancia: una imagen de la Virgen con el Ni&ntilde;o y San Juan, de m&aacute;rmol atribuida a Bartolom&eacute; Ord&oacute;&ntilde;ez, es lo mejor de la escultura; cobres y copias rafaelescas, son tambi&eacute;n piezas dignas de ver. Lo m&aacute;s impresionante son sus tapices de los ss. XV y XVI con temas legendarios e hist&oacute;ricos.</p>";"Zamora";"1260887608635";1261041635928;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041635928/DirectorioPadre";
