INCIDENTID,TYPE,DESCRIPTION,DATE,DISTRICT,STATE,ADDRESS,asWKT
140826021,MISSING_PERSON,FOUND PERSON,2014-12-29,TARAVAL,PSYCHOPATHIC CASE,700.0 Block of NORIEGA ST,POINT(37.7553611440733 -122.471313198442)
140686314,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",2014-12-29,MISSION,NONE,700.0 Block of SHOTWELL ST,POINT(37.7569254465699 -122.415557221615)
140779254,NON_CRIMINAL,"AIDED CASE, MENTAL DISTURBED",2014-12-29,TARAVAL,PSYCHOPATHIC CASE,200.0 Block of HOLLOWAY AV,POINT(37.7218816443994 -122.455201943265)
140825164,LARCENY_THEFT,GRAND THEFT FROM PERSON,2014-12-29,TARAVAL,NONE,TARAVAL ST / 22ND AV,POINT(37.7429079761528 -122.478902513336)
140685883,NON_CRIMINAL,TARASOFF REPORT,2014-12-29,PARK,NONE,400.0 Block of STANYAN ST,POINT(37.7738144419433 -122.454416644501)
146165592,NON_CRIMINAL,LOST PROPERTY,2014-12-29,CENTRAL,NONE,STOCKTON ST / UNION ST,POINT(37.800443875135 -122.409193904616)
140849932,LARCENY_THEFT,"LOST PROPERTY, PETTY THEFT",2014-12-29,RICHMOND,NONE,800.0 Block of 25TH AV,POINT(37.7737755561516 -122.484321043078)
140910414,LARCENY_THEFT,GRAND THEFT BICYCLE,2014-12-29,CENTRAL,NONE,1700.0 Block of STOCKTON ST,POINT(37.8019709323303 -122.40963626691)
140754422,NON_CRIMINAL,LOST PROPERTY,2014-12-29,CENTRAL,NONE,LARKIN ST / FILBERT ST,POINT(37.7999024258993 -122.420884450182)
140819189,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,TENDERLOIN,NONE,TAYLOR ST / EDDY ST,POINT(37.7841399509891 -122.410955248906)
146197686,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,400.0 Block of 10TH ST,POINT(37.7709080118344 -122.410499479484)
146198123,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(37.7752316978411 -122.403742962696)
140819292,NON_CRIMINAL,"AIDED CASE, INJURED PERSON",2014-12-29,TENDERLOIN,NONE,EDDY ST / TAYLOR ST,POINT(37.7841399509891 -122.410955248906)
140764136,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",2014-12-29,TENDERLOIN,NONE,100.0 Block of GOLDEN GATE AV,POINT(37.7819360191589 -122.413557984762)
140760247,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,MISSION,NONE,2300.0 Block of 16TH ST,POINT(37.7657158874944 -122.409216071434)
140728972,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",2014-12-29,INGLESIDE,"ARREST, CITED",1800.0 Block of SUNNYDALE AV,POINT(37.7128265245436 -122.420068801035)
140793389,NON_CRIMINAL,TRAFFIC ACCIDENT,2014-12-29,SOUTHERN,"ARREST, CITED",900.0 Block of MARKET ST,POINT(37.782222702064 -122.410243678703)
140726205,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,INGLESIDE,"ARREST, CITED",300.0 Block of SUNNYDALE AV,POINT(37.7091256836156 -122.405953128497)
140727883,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",2014-12-29,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(37.7751775060495 -122.403675173997)
140649237,MISSING_PERSON,MISSING ADULT,2014-12-29,PARK,LOCATED,0.0 Block of DOUGLASS ST,POINT(37.7627802998934 -122.439404581794)
140724152,FRAUD,"CREDIT CARD, THEFT BY USE OF",2014-12-29,NORTHERN,NONE,1300.0 Block of WEBSTER ST,POINT(37.7828933039479 -122.430908286149)
140761427,WARRANTS,WARRANT ARREST,2014-12-29,INGLESIDE,"ARREST, BOOKED",4100.0 Block of MISSION ST,POINT(37.7302809863231 -122.429711794281)
140653830,DRUG_NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,2014-12-29,NORTHERN,"ARREST, CITED",MARKET ST / CHURCH ST,POINT(37.7675027327098 -122.428950032727)
140768241,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,TARAVAL,NONE,1800.0 Block of OCEAN AV,POINT(37.7252335229683 -122.461995237826)
140728728,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,2014-12-29,MISSION,NONE,1700.0 Block of MISSION ST,POINT(37.7698794278053 -122.420057626537)
140727770,FRAUD,"CREDIT CARD, THEFT BY USE OF",2014-12-29,TARAVAL,NONE,1600.0 Block of OCEAN AV,POINT(37.7246645133429 -122.46000572812)
140698648,MISSING_PERSON,FOUND PERSON,2014-12-29,MISSION,"ARREST, CITED",3900.0 Block of 19TH ST,POINT(37.759484373279 -122.431067165358)
140681405,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",2014-12-29,NORTHERN,NONE,1100.0 Block of LAGUNA ST,POINT(37.7817841369426 -122.427386749756)
140803358,WARRANTS,WARRANT ARREST,2014-12-29,TENDERLOIN,"ARREST, BOOKED",FULTON ST / HYDE ST,POINT(37.7797870676791 -122.415127837608)
140728289,OTHER_OFFENSES,TRAFFIC VIOLATION,2014-12-29,CENTRAL,"ARREST, CITED",THE EMBARCADERONORTH ST / BROADWAY ST,POINT(37.7990658806759 -122.397391852808)
140800592,LARCENY_THEFT,GRAND THEFT FROM A BUILDING,2014-12-29,CENTRAL,NONE,1000.0 Block of FILBERT ST,POINT(37.8004333451654 -122.417118661693)
140752965,DRUG_NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,2014-12-29,MISSION,"ARREST, BOOKED",17TH ST / VALENCIA ST,POINT(37.7632996946235 -122.421733767763)
140780370,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,INGLESIDE,NONE,ELLINGTON AV / FOOTE AV,POINT(37.7131961972097 -122.445459206466)
146186441,LARCENY_THEFT,GRAND THEFT OF PROPERTY,2014-12-29,BAYVIEW,NONE,200.0 Block of BAY SHORE BL,POINT(37.744257127356 -122.404410947959)
140824661,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,2014-12-29,INGLESIDE,NONE,MANSELL ST / VISITACION AV,POINT(37.7187542939781 -122.41167412088)
140734189,VEHICLE_THEFT,STOLEN TRUCK,2014-12-29,NORTHERN,NONE,FERN ST / GOUGH ST,POINT(37.7875955156189 -122.425141903842)
140695406,LARCENY_THEFT,GRAND THEFT PICKPOCKET,2014-12-29,MISSION,NONE,16TH ST / VALENCIA ST,POINT(37.764917890972 -122.421886357981)
140648897,WARRANTS,WARRANT ARREST,2014-12-29,INGLESIDE,"ARREST, BOOKED",0.0 Block of BROOKDALE AV,POINT(37.7119629655286 -122.420429892198)
140659117,ASSAULT,BATTERY,2014-12-29,SOUTHERN,NONE,1000.0 Block of MARKET ST,POINT(37.7817905719157 -122.41079281118)
140711563,DRUG_NARCOTIC,SALE OF BASE/ROCK COCAINE,2014-12-29,TENDERLOIN,"ARREST, BOOKED",100.0 Block of TAYLOR ST,POINT(37.7838019082151 -122.410844402959)
140814151,DRUG_NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,2014-12-29,CENTRAL,"ARREST, BOOKED",500.0 Block of BROADWAY ST,POINT(37.797978788887 -122.406046290439)
140748102,LARCENY_THEFT,PETTY THEFT SHOPLIFTING,2014-12-29,TENDERLOIN,NONE,200.0 Block of POWELL ST,POINT(37.7864289164806 -122.408001661938)
140779113,WARRANTS,WARRANT ARREST,2014-12-29,TENDERLOIN,"ARREST, BOOKED",200.0 Block of OFARRELL ST,POINT(37.7862782769118 -122.408814633856)
140763859,WARRANTS,WARRANT ARREST,2014-12-29,TENDERLOIN,"ARREST, BOOKED",FULTON ST / HYDE ST,POINT(37.7797870676791 -122.415127837608)
140662160,NON_CRIMINAL,FOUND PROPERTY,2014-12-29,PARK,NONE,FULTON ST / LYON ST,POINT(37.776224765908 -122.443133758028)
146170529,LARCENY_THEFT,GRAND THEFT FROM UNLOCKED AUTO,2014-12-29,PARK,NONE,1800.0 Block of LYON ST,POINT(37.7883189364145 -122.445721581015)
140810654,"SEX_OFFENSES,_FORCIBLE","FORCIBLE RAPE, BODILY FORCE",2014-12-29,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(37.7752316978411 -122.403742962696)
140785499,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,2014-12-29,SOUTHERN,"ARREST, BOOKED",0.0 Block of NEWMONTGOMERY ST,POINT(37.7886896195259 -122.402091921381)
140787100,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,PARK,NONE,2600.0 Block of GEARY BL,POINT(37.7823643134787 -122.447204009307)
140692474,NON_CRIMINAL,LOST PROPERTY,2014-12-29,PARK,NONE,CASTRO ST / MARKET ST,POINT(37.7626702771169 -122.435187699349)
130124465,DRUG_NARCOTIC,POSSESSION OF MARIJUANA,2014-12-29,BAYVIEW,"ARREST, BOOKED",KEITH ST / THOMAS AV,POINT(37.729353849274 -122.389421299039)
146183613,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,300.0 Block of 2ND ST,POINT(37.7848011016175 -122.395837827149)
140740766,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,MISSION,NONE,700.0 Block of CAPP ST,POINT(37.7548334924811 -122.417735708106)
146208857,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,INGLESIDE,NONE,900.0 Block of POWHATTAN AV,POINT(37.7413601028326 -122.411184337431)
140746861,WARRANTS,WARRANT ARREST,2014-12-29,TARAVAL,"ARREST, BOOKED",1800.0 Block of 9TH AV,POINT(37.7539828988982 -122.46556894)
140695503,FRAUD,"CREDIT CARD, THEFT BY USE OF",2014-12-29,TARAVAL,NONE,2300.0 Block of 24TH AV,POINT(37.7438374987597 -122.481163246063)
140655143,OTHER_OFFENSES,PROBATION VIOLATION,2014-12-29,CENTRAL,"ARREST, BOOKED",2200.0 Block of TAYLOR ST,POINT(37.803107843117 -122.414647138272)
140748798,DRUG_NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,2014-12-29,SOUTHERN,"ARREST, CITED",0.0 Block of GRACE ST,POINT(37.7745958061077 -122.414279139533)
140749815,WARRANTS,WARRANT ARREST,2014-12-29,SOUTHERN,"ARREST, BOOKED",800.0 Block of BRYANT ST,POINT(37.7752316978411 -122.403742962696)
140706746,ASSAULT,BATTERY,2014-12-29,MISSION,NONE,24TH ST / MISSION ST,POINT(37.7522391652921 -122.418448186101)
140787956,DRUG_NARCOTIC,SALE OF BASE/ROCK COCAINE,2014-12-29,NORTHERN,"ARREST, BOOKED",LARKIN ST / OFARRELL ST,POINT(37.7851670875814 -122.417903977564)
140769039,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,2014-12-29,MISSION,NONE,BARTLETT ST / 26TH ST,POINT(37.7489737561999 -122.4192494947)
140694577,LARCENY_THEFT,GRAND THEFT FROM A BUILDING,2014-12-29,TENDERLOIN,NONE,200.0 Block of GOLDEN GATE AV,POINT(37.7816689718703 -122.41512453193)
140680203,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(37.7752316978411 -122.403742962696)
146174957,LARCENY_THEFT,PETTY THEFT OF PROPERTY,2014-12-29,INGLESIDE,NONE,30TH ST / DOLORES ST,POINT(37.7422366682916 -122.424233082445)
140703623,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,TENDERLOIN,"ARREST, BOOKED",400.0 Block of TURK ST,POINT(37.7824314548693 -122.416638718715)
140712759,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,2014-12-29,BAYVIEW,DISTRICT ATTORNEY REFUSES TO PROSECUTE,SAN BRUNO AV / FELTON ST,POINT(37.7300379995425 -122.404594140634)
140750602,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,INGLESIDE,"ARREST, CITED",MISSION ST / EXCELSIOR AV,POINT(37.7262358305018 -122.433623421746)
140803449,FRAUD,"CREDIT CARD, THEFT BY USE OF",2014-12-29,MISSION,NONE,24TH ST / BRYANT ST,POINT(37.7527969985881 -122.409131939489)
140784413,NON_CRIMINAL,"AIDED CASE, MENTAL DISTURBED",2014-12-29,INGLESIDE,PSYCHOPATHIC CASE,DELTA ST / ARLETA AV,POINT(37.7144811824754 -122.408894763878)
140817462,ASSAULT,INFLICT INJURY ON COHABITEE,2014-12-29,MISSION,"ARREST, BOOKED",1500.0 Block of 15TH ST,POINT(37.7667367969013 -122.418232941085)
140745619,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,RICHMOND,NONE,300.0 Block of MARTIN LUTHER KING JR DR,POINT(37.766454451553 -122.466081920458)
140663544,MISSING_PERSON,MISSING JUVENILE,2014-12-29,SOUTHERN,LOCATED,200.0 Block of INTERSTATE80 HY,POINT(37.8170463264521 -122.370740926948)
146169663,LARCENY_THEFT,PETTY THEFT OF PROPERTY,2014-12-29,SOUTHERN,NONE,MISSION ST / 5TH ST,POINT(37.7827317885184 -122.406481972743)
140667085,VEHICLE_THEFT,STOLEN AND RECOVERED VEHICLE,2014-12-29,TARAVAL,NONE,10TH AV / IRVING ST,POINT(37.7639886953644 -122.467384516611)
140737503,NON_CRIMINAL,LOST PROPERTY,2014-12-29,MISSION,NONE,CASTRO ST / 19TH ST,POINT(37.7592887891979 -122.434853955762)
140705522,LARCENY_THEFT,GRAND THEFT PICKPOCKET,2014-12-29,NORTHERN,NONE,OFARRELL ST / VANNESS AV,POINT(37.7847536577858 -122.421195221815)
140720326,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,INGLESIDE,NONE,BRAZIL AV / NAPLES ST,POINT(37.7223968846742 -122.430027269565)
140688564,LARCENY_THEFT,PETTY THEFT FROM LOCKED AUTO,2014-12-29,RICHMOND,NONE,600.0 Block of 14TH AV,POINT(37.7768128868724 -122.472613618979)
140684045,OTHER_OFFENSES,TRAFFIC VIOLATION ARREST,2014-12-29,TARAVAL,"ARREST, CITED",31ST AV / TARAVAL ST,POINT(37.7424819209706 -122.48854583364)
140824489,LARCENY_THEFT,GRAND THEFT OF PROPERTY,2014-12-29,INGLESIDE,NONE,TERESITA BL / AGUA WY,POINT(37.7422227044631 -122.450643456498)
146172519,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,RICHMOND,NONE,7TH AV / CLEMENT ST,POINT(37.7828890050884 -122.465493608312)
140789225,ASSAULT,THREATS AGAINST LIFE,2014-12-29,PARK,NONE,500.0 Block of BUENAVISTAWEST AV,POINT(37.7664421141624 -122.443164737922)
140736458,ASSAULT,BATTERY,2014-12-29,CENTRAL,DISTRICT ATTORNEY REFUSES TO PROSECUTE,900.0 Block of NORTHPOINT ST,POINT(37.805525920649 -122.422040404639)
140819468,ASSAULT,BATTERY OF A POLICE OFFICER,2014-12-29,TENDERLOIN,"ARREST, BOOKED",100.0 Block of MASON ST,POINT(37.7847539766443 -122.409534243822)
140655171,NON_CRIMINAL,FOUND PROPERTY,2014-12-29,TENDERLOIN,NONE,300.0 Block of EDDY ST,POINT(37.7838976374337 -122.412601261914)
140725655,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,FOLSOM ST / 3RD ST,POINT(37.7837848211881 -122.398932711095)
140706194,ASSAULT,INFLICT INJURY ON COHABITEE,2014-12-29,TENDERLOIN,"ARREST, BOOKED",HYDE ST / MCALLISTER ST,POINT(37.7807179286295 -122.415317966992)
140795426,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,SOUTHERN,NONE,0.0 Block of CLARENCE PL,POINT(37.779826995928 -122.392707080861)
146153826,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,PARK,NONE,CLAYTON ST / DEMING ST,POINT(37.760409913554 -122.446342727707)
140640702,WARRANTS,WARRANT ARREST,2014-12-29,NORTHERN,"ARREST, BOOKED",FRANKLIN ST / GEARY BL,POINT(37.7854818747716 -122.423031175088)
140819612,ASSAULT,BATTERY,2014-12-29,INGLESIDE,NONE,4700.0 Block of MISSION ST,POINT(37.7211885276671 -122.437492918722)
140816458,NON_CRIMINAL,LOST PROPERTY,2014-12-29,SOUTHERN,NONE,700.0 Block of MISSION ST,POINT(37.7847595493715 -122.403718150837)
140779050,NON_CRIMINAL,"AIDED CASE, MENTAL DISTURBED",2014-12-29,INGLESIDE,PSYCHOPATHIC CASE,0.0 Block of MILL ST,POINT(37.7185242829028 -122.406100370918)
146158365,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,HOWARD ST / 7TH ST,POINT(37.7779765038296 -122.409391574893)
140790307,ASSAULT,BATTERY,2014-12-29,RICHMOND,"ARREST, CITED",2900.0 Block of GEARY BL,POINT(37.7821457273269 -122.450114427172)
140797563,NON_CRIMINAL,LOST PROPERTY,2014-12-29,BAYVIEW,NONE,100.0 Block of EXECUTIVEPARK BL,POINT(37.7112979753898 -122.393718489698)
140731232,DRUG_NARCOTIC,POSSESSION OF METHADONE,2014-12-29,NORTHERN,"ARREST, BOOKED",VANNESS AV / EDDY ST,POINT(37.7828946451209 -122.420818330445)
140749075,DRUG_NARCOTIC,POSSESSION OF MARIJUANA,2014-12-29,BAYVIEW,"ARREST, BOOKED",3RD ST / QUESADA AV,POINT(37.7332252033101 -122.391245623019)
140680065,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,TARAVAL,NONE,2300.0 Block of SANTIAGO ST,POINT(37.744299631951 -122.492307672023)
140706809,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(37.7752316978411 -122.403742962696)
146168289,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,RICHMOND,NONE,GEARY BL / PARKER AV,POINT(37.7815992799135 -122.45417655784)
140764653,FRAUD,"CREDIT CARD, THEFT BY USE OF",2014-12-29,SOUTHERN,NONE,MARKET ST / 4TH ST,POINT(37.7857446545905 -122.405832474482)
140799406,FORGERY_COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES",2014-12-29,BAYVIEW,UNFOUNDED,2600.0 Block of SAN BRUNO AV,POINT(37.727710580421 -122.403582940793)
140733874,LARCENY_THEFT,PETTY THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,500.0 Block of 10TH ST,POINT(37.7697982621839 -122.408849226512)
146196070,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,TARAVAL,NONE,0.0 Block of GARCIA AV,POINT(37.7441829704519 -122.459221481257)
140681615,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,INGLESIDE,NONE,400.0 Block of ANDERSON ST,POINT(37.7381019317162 -122.415394753877)
140757799,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,PARK,NONE,HAYES ST / PIERCE ST,POINT(37.7754165688001 -122.434485055659)
140640229,LARCENY_THEFT,PETTY THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,FRANKLIN ST / HICKORY ST,POINT(37.775693883703 -122.421054311722)
140817280,LARCENY_THEFT,PETTY THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,OTIS ST / GOUGH ST,POINT(37.7717690722541 -122.420347208832)
146170165,LARCENY_THEFT,GRAND THEFT OF PROPERTY,2014-12-29,NORTHERN,NONE,1200.0 Block of POLK ST,POINT(37.7884186280574 -122.420391386812)
140820879,TRESPASS,TRESPASSING,2014-12-29,TARAVAL,"ARREST, BOOKED",800.0 Block of SANTIAGO ST,POINT(37.7449352915345 -122.476148958402)
140685952,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,SOUTHERN,"ARREST, CITED",800.0 Block of BRYANT ST,POINT(37.7752316978411 -122.403742962696)
140791872,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,1700.0 Block of OFARRELL ST,POINT(37.7831434333701 -122.433604494938)
140723091,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,PARK,"ARREST, CITED",LINCOLN WY / 4TH AV,POINT(37.7661593139975 -122.461088893027)
140680247,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,INGLESIDE,NONE,0.0 Block of LUNDYS LN,POINT(37.744691436846 -122.418504616681)
140823340,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,2014-12-29,INGLESIDE,"ARREST, BOOKED",MISSION ST / 30TH ST,POINT(37.7423752245552 -122.421970919029)
140639084,LARCENY_THEFT,GRAND THEFT PICKPOCKET,2014-12-29,SOUTHERN,NONE,MISSION ST / STEUART ST,POINT(37.7932304136351 -122.393185851666)
140646697,MISSING_PERSON,FOUND PERSON,2014-12-29,TENDERLOIN,LOCATED,300.0 Block of EDDY ST,POINT(37.7838976374337 -122.412601261914)
140810698,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,BAYVIEW,NONE,1900.0 Block of CARROLL AV,POINT(37.7287637210654 -122.399656391366)
140710010,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,1000.0 Block of MISSION ST,POINT(37.7798067622512 -122.410125925085)
140759290,DRUG_NARCOTIC,POSSESSION OF MARIJUANA,2014-12-29,NORTHERN,"ARREST, CITED",FRANCISCO ST / LAGUNA ST,POINT(37.8023742989721 -122.431500457039)
140654963,LARCENY_THEFT,PETTY THEFT SHOPLIFTING,2014-12-29,CENTRAL,NONE,200.0 Block of STOCKTON ST,POINT(37.7879557130621 -122.406628827916)
140762522,ROBBERY,ROBBERY OF A SERVICE STATION WITH A GUN,2014-12-29,BAYVIEW,NONE,2300.0 Block of SAN BRUNO AV,POINT(37.7327854937898 -122.405854894421)
140706724,LIQUOR_LAWS,POSSESSION OF ALCOHOL BY MINOR,2014-12-29,CENTRAL,"ARREST, BOOKED",COLUMBUS AV / GRANT AV,POINT(37.7981513677407 -122.407085601172)
140733153,OTHER_OFFENSES,TRAFFIC VIOLATION ARREST,2014-12-29,NORTHERN,"ARREST, CITED",POLK ST / CLAY ST,POINT(37.7923840814109 -122.421056878203)
140690785,DRUG_NARCOTIC,POSSESSION OF HEROIN,2014-12-29,TARAVAL,"ARREST, BOOKED",45TH AV / PACHECO ST,POINT(37.7492813861536 -122.504070880915)
140792563,MISSING_PERSON,MISSING JUVENILE,2014-12-29,TARAVAL,NONE,200.0 Block of HOLLOWAY AV,POINT(37.7218816443994 -122.455201943265)
140813993,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,TARAVAL,NONE,4100.0 Block of OCEAN AV,POINT(37.7321080382819 -122.488421102862)
140755323,ASSAULT,ATTEMPTED HOMICIDE WITH A DANGEROUS WEAPON,2014-12-29,TENDERLOIN,"ARREST, BOOKED",EDDY ST / TAYLOR ST,POINT(37.7841399509891 -122.410955248906)
140670787,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",2014-12-29,INGLESIDE,NONE,3300.0 Block of MISSION ST,POINT(37.743011479548 -122.421607115588)
140806835,NON_CRIMINAL,"AIDED CASE, MENTAL DISTURBED",2014-12-29,MISSION,PSYCHOPATHIC CASE,900.0 Block of POTRERO AV,POINT(37.7568815847358 -122.406662657485)
140725780,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,GOUGH ST / FULTON ST,POINT(37.7787466492355 -122.423355144447)
140717298,LARCENY_THEFT,PETTY THEFT FROM LOCKED AUTO,2014-12-29,TARAVAL,NONE,700.0 Block of LAKEVIEW AV,POINT(37.7183406351342 -122.459948035718)
140809419,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,TARAVAL,"ARREST, CITED",BROAD ST / PLYMOUTH AV,POINT(37.7131938450923 -122.456050465866)
146211985,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / TOWNSEND ST,POINT(37.7817982352485 -122.388306067819)
140652092,OTHER_OFFENSES,INDECENT EXPOSURE,2014-12-29,SOUTHERN,NONE,0.0 Block of 3RD ST,POINT(37.7874723753288 -122.403275470156)
146190715,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,CENTRAL,NONE,KEARNY ST / THE EMBARCADERONORTH ST,POINT(37.8074190149298 -122.407278660793)
140671531,DISORDERLY_CONDUCT,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION,2014-12-29,PARK,"ARREST, BOOKED",HAIGHT ST / COLE ST,POINT(37.769526227099 -122.450709919144)
140642974,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",2014-12-29,TARAVAL,NONE,100.0 Block of BRIGHT ST,POINT(37.7136386013486 -122.463449543646)
140731179,LARCENY_THEFT,PETTY THEFT FROM A BUILDING,2014-12-29,CENTRAL,NONE,800.0 Block of POST ST,POINT(37.7873139741669 -122.415828876802)
140715496,TRESPASS,TRESPASSING,2014-12-29,TARAVAL,NONE,1700.0 Block of 26TH AV,POINT(37.7553306604872 -122.477585896006)
140736107,VEHICLE_THEFT,STOLEN TRUCK,2014-12-29,TARAVAL,"ARREST, BOOKED",BUCKINGHAM WY / 19TH AV,POINT(37.7256901689313 -122.474961434176)
140701655,SUSPICIOUS_OCC,SUSPICIOUS OCCURRENCE,2014-12-29,INGLESIDE,NONE,300.0 Block of ATHENS ST,POINT(37.7224588436625 -122.427972238034)
140754886,NON_CRIMINAL,FOUND PROPERTY,2014-12-29,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(37.7752316978411 -122.403742962696)
140787677,NON_CRIMINAL,FOUND PROPERTY,2014-12-29,INGLESIDE,NONE,100.0 Block of EDNA ST,POINT(37.7278308702557 -122.446695623943)
140736141,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS WITH BB GUN",2014-12-29,BAYVIEW,NONE,0.0 Block of WILLS ST,POINT(37.7361020033078 -122.37921267141)
140762594,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,1000.0 Block of FOLSOM ST,POINT(37.7782350820167 -122.405898251246)
140671503,LARCENY_THEFT,PETTY THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,MARINA BL / BUCHANAN ST,POINT(37.8050423291924 -122.433799454581)
146153224,NON_CRIMINAL,LOST PROPERTY,2014-12-29,NORTHERN,NONE,1600.0 Block of POLK ST,POINT(37.7923299736164 -122.421088544727)
140752545,LARCENY_THEFT,PETTY THEFT FROM LOCKED AUTO,2014-12-29,RICHMOND,NONE,MARTIN LUTHER KING JR DR / 7TH AV,POINT(37.766428596705 -122.464383299672)
140655626,DRUG_NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,2014-12-29,RICHMOND,"ARREST, BOOKED",FULTON ST / 22ND AV,POINT(37.7727160507019 -122.480980581059)
140750000,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",2014-12-29,BAYVIEW,NONE,0.0 Block of NORTHRIDGE RD,POINT(37.7310058854772 -122.376168997963)
