INCIDENTID,CATEGORY,DESCRIPTION,DATE,DISTRICT,STATE,ADDRESS,asWKT
140816511,RUNAWAY,RUNAWAY,27-09-2014,SOUTHERN,LOCATED,200.0 Block of INTERSTATE80 HY,POINT(-122.370740926948 37.8170463264521)
140757799,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,08-09-2014,PARK,NONE,HAYES ST / PIERCE ST,POINT(-122.434485055659 37.7754165688001)
140767033,LARCENY THEFT,GRAND THEFT FROM A BUILDING,11-09-2014,SOUTHERN,NONE,0.0 Block of 3RD ST,POINT(-122.402848293905 37.7868379864583)
146207376,LARCENY THEFT,GRAND THEFT OF PROPERTY,01-08-2014,CENTRAL,NONE,100.0 Block of SUTTER ST,POINT(-122.402570096298 37.7900247042958)
146153832,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,02-08-2014,PARK,NONE,ASHBURY ST / PAGE ST,POINT(-122.447123741877 37.7709342643463)
140709687,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,23-08-2014,MISSION,"ARREST, BOOKED",VALENCIA ST / 17TH ST,POINT(-122.421733767763 37.7632996946235)
140734258,TRESPASS,TRESPASSING,31-08-2014,CENTRAL,"ARREST, CITED",900.0 Block of MASON ST,POINT(-122.410876077462 37.7923221472574)
140815143,LARCENY THEFT,PETTY THEFT FROM A BUILDING,25-09-2014,TARAVAL,NONE,200.0 Block of MIDDLEFIELD DR,POINT(-122.486211375573 37.7306306703144)
146200659,LARCENY THEFT,PETTY THEFT OF PROPERTY,24-09-2014,NORTHERN,NONE,400.0 Block of DUBOCE AV,POINT(-122.430742914449 37.769250360972)
146190044,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,16-09-2014,INGLESIDE,NONE,2800.0 Block of DIAMOND ST,POINT(-122.434061431199 37.7340055148244)
140791264,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,19-09-2014,TARAVAL,NONE,2000.0 Block of OCEAN AV,POINT(-122.464566813482 37.7261647551776)
140726681,LARCENY THEFT,PETTY THEFT SHOPLIFTING,29-08-2014,CENTRAL,NONE,1000.0 Block of HYDE ST,POINT(-122.417453808478 37.7905731453551)
140679193,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",14-08-2014,SOUTHERN,"ARREST, CITED",800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
146156977,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,01-08-2014,SOUTHERN,NONE,FOLSOM ST / 4TH ST,POINT(-122.401161555602 37.7820238479272)
146195367,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,11-09-2014,SOUTHERN,NONE,300.0 Block of 4TH ST,POINT(-122.400545990659 37.7815781665045)
146196531,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,20-09-2014,INGLESIDE,NONE,0.0 Block of TRUMBULL ST,POINT(-122.428786686094 37.730658532193)
146192670,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,14-09-2014,SOUTHERN,NONE,100.0 Block of HAWTHORNE ST,POINT(-122.397136819143 37.7842851070579)
140786920,NON CRIMINAL,LOST PROPERTY,12-09-2014,CENTRAL,NONE,1600.0 Block of THE EMBARCADERONORTH ST,POINT(-122.404864532748 37.8064164582386)
140713014,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",25-08-2014,SOUTHERN,"ARREST, CITED",800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140668663,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,09-08-2014,BAYVIEW,NONE,3RD ST / VANDYKE AV,POINT(-122.392625489263 37.7292804432472)
146160520,OTHER OFFENSES,OBSCENE PHONE CALLS(S),12-08-2014,TARAVAL,NONE,2000.0 Block of LINCOLN WY,POINT(-122.479729665474 37.7652264583373)
140745766,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",04-09-2014,INGLESIDE,"ARREST, CITED",PRECITA AV / MISSION ST,POINT(-122.419123525573 37.7467755179346)
140730745,WARRANTS,WARRANT ARREST,30-08-2014,CENTRAL,"ARREST, BOOKED",2500.0 Block of MASON ST,POINT(-122.413750662276 37.8065719416324)
140772606,WARRANTS,WARRANT ARREST,13-09-2014,INGLESIDE,"ARREST, BOOKED",800.0 Block of CORTLAND AV,POINT(-122.41448545753 37.7389975992531)
140661899,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,08-08-2014,CENTRAL,NONE,CLAY ST / DAVIS ST,POINT(-122.397977877047 37.7953124364313)
146204134,LARCENY THEFT,GRAND THEFT FROM UNLOCKED AUTO,30-09-2014,SOUTHERN,NONE,0.0 Block of COLINPKELLYJR ST,POINT(-122.391302511911 37.7822912223395)
140713036,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",25-08-2014,NORTHERN,NONE,200.0 Block of VANNESS AV,POINT(-122.419657427645 37.7773130752951)
140677307,DRUG NARCOTIC,POSSESSION OF METH-AMPHETAMINE,13-08-2014,RICHMOND,"ARREST, BOOKED",700.0 Block of 24TH AV,POINT(-122.484324867527 37.7750180285)
140735416,ASSAULT,THREATS AGAINST LIFE,01-09-2014,BAYVIEW,"ARREST, BOOKED",MENDELL ST / LASALLE AV,POINT(-122.388654842839 37.7364834012853)
140665493,DRUG NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,10-08-2014,MISSION,"ARREST, BOOKED",HOFF ST / 17TH ST,POINT(-122.420434724553 37.7633758058355)
140715929,DRUG NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,25-08-2014,NORTHERN,"ARREST, BOOKED",VANNESS AV / TURK ST,POINT(-122.420641893733 37.7819608222134)
140729384,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",29-08-2014,MISSION,NONE,300.0 Block of CHURCH ST,POINT(-122.428939675316 37.7659163318806)
140776056,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,14-09-2014,CENTRAL,NONE,GREENWICH ST / LARKIN ST,POINT(-122.421064321955 37.80083344327)
140657456,NON CRIMINAL,LOST PROPERTY,06-08-2014,CENTRAL,NONE,300.0 Block of STOCKTON ST,POINT(-122.406900445344 37.7889342233688)
140825277,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,29-09-2014,BAYVIEW,NONE,DWIGHT ST / BRUSSELS ST,POINT(-122.404067591181 37.7235253009308)
140651618,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,04-08-2014,CENTRAL,NONE,300.0 Block of POST ST,POINT(-122.407309751547 37.7883971527809)
140793351,OTHER OFFENSES,TRAFFIC VIOLATION,20-09-2014,BAYVIEW,"ARREST, CITED",16TH ST / KANSAS ST,POINT(-122.403644620439 37.76601601144)
140765413,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,11-09-2014,TENDERLOIN,"ARREST, BOOKED",TURK ST / LEAVENWORTH ST,POINT(-122.414056291891 37.7827931071303)
140744661,MISSING PERSON,FOUND PERSON,04-09-2014,BAYVIEW,NONE,2000.0 Block of PALOU AV,POINT(-122.398604947744 37.7383856202842)
140800746,RUNAWAY,RUNAWAY,17-09-2014,CENTRAL,NONE,500.0 Block of FRANCISCO ST,POINT(-122.41458745264 37.804573157346)
140746667,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,04-09-2014,BAYVIEW,NONE,1600.0 Block of KIRKWOOD AV,POINT(-122.391354974247 37.738822672205)
140796418,OTHER OFFENSES,HARASSING PHONE CALLS,21-09-2014,TENDERLOIN,NONE,0.0 Block of MASON ST,POINT(-122.409191881825 37.7838615972287)
140814684,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,26-09-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
146201798,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,26-09-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140657155,DRUG NARCOTIC,POSSESSION OF HEROIN,07-08-2014,SOUTHERN,"ARREST, BOOKED",1000.0 Block of MARKET ST,POINT(-122.411249623505 37.7815254278383)
146165990,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,16-08-2014,SOUTHERN,NONE,5TH ST / MISSION ST,POINT(-122.406481972743 37.7827317885184)
140653614,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",06-08-2014,RICHMOND,"ARREST, CITED",CALIFORNIA ST / 18TH AV,POINT(-122.477511354423 37.7842208387048)
140765554,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,10-09-2014,NORTHERN,NONE,LOMBARD ST / OCTAVIA ST,POINT(-122.429472641291 37.8006769414605)
140674535,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",12-08-2014,SOUTHERN,"ARREST, BOOKED",6TH ST / MARKET ST,POINT(-122.41029351969 37.7822305870333)
140481233,OTHER OFFENSES,TRAFFIC VIOLATION,06-09-2014,MISSION,"ARREST, CITED",16TH ST / MISSION ST,POINT(-122.419671780296 37.7650501214965)
140812199,ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM",26-09-2014,NORTHERN,NONE,1800.0 Block of FILLMORE ST,POINT(-122.433378459116 37.786391125656)
146159454,LARCENY THEFT,PETTY THEFT OF PROPERTY,10-08-2014,RICHMOND,NONE,500.0 Block of JOHNFKENNEDY DR,POINT(-122.465838183623 37.7724965522563)
140791060,FORGERY COUNTERFEITING,"CHECKS, FORGERY (FELONY)",19-09-2014,MISSION,"ARREST, BOOKED",2800.0 Block of MISSION ST,POINT(-122.418469038055 37.7520233367379)
146182847,NON CRIMINAL,LOST PROPERTY,04-09-2014,SOUTHERN,NONE,MARKET ST / MONTGOMERY ST,POINT(-122.402070243227 37.7887198688429)
140795987,WARRANTS,WARRANT ARREST,21-09-2014,NORTHERN,"ARREST, BOOKED",0.0 Block of MARINA BL,POINT(-122.432330106429 37.8051543957749)
140760996,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",09-09-2014,SOUTHERN,PSYCHOPATHIC CASE,100.0 Block of 9TH ST,POINT(-122.413995958154 37.7756083133227)
146199074,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,28-09-2014,NORTHERN,NONE,2400.0 Block of CALIFORNIA ST,POINT(-122.434428361079 37.788865097992)
140789811,MISSING PERSON,MISSING ADULT,15-09-2014,SOUTHERN,LOCATED,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140719868,ROBBERY,"ROBBERY, BODILY FORCE",27-08-2014,NORTHERN,NONE,LOMBARD ST / FRANKLIN ST,POINT(-122.426184340275 37.801096036039)
140785336,VEHICLE THEFT,STOLEN TRUCK,15-09-2014,INGLESIDE,NONE,EUGENIA AV / GATES ST,POINT(-122.413923786388 37.7403169037723)
140655228,NON CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",06-08-2014,MISSION,NONE,400.0 Block of LIBERTY ST,POINT(-122.431156838527 37.7569859062929)
140667239,VEHICLE THEFT,STOLEN AUTOMOBILE,08-08-2014,INGLESIDE,NONE,1100.0 Block of GIRARD ST,POINT(-122.400889624037 37.7187706443959)
140705356,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",22-08-2014,MISSION,"ARREST, BOOKED",3200.0 Block of 24TH ST,POINT(-122.41788993239 37.7523060456023)
140721926,ASSAULT,THREATS AGAINST LIFE,27-08-2014,BAYVIEW,NONE,1000.0 Block of HOLLISTER AV,POINT(-122.390751513346 37.7188356144037)
140707540,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,23-08-2014,NORTHERN,"ARREST, BOOKED",FERN ST / POLK ST,POINT(-122.420211964949 37.7882225424559)
140732428,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",31-08-2014,INGLESIDE,"ARREST, BOOKED",400.0 Block of OXFORD ST,POINT(-122.418561207466 37.7245278527356)
140641374,LARCENY THEFT,PETTY THEFT FROM UNLOCKED AUTO,02-08-2014,BAYVIEW,NONE,1400.0 Block of PHELPS ST,POINT(-122.394239992284 37.7363845447148)
140767936,LARCENY THEFT,GRAND THEFT FROM UNLOCKED AUTO,11-09-2014,INGLESIDE,NONE,SUNNYDALE AV / SCHWERIN ST,POINT(-122.41135042192 37.7106038854014)
140711187,NON CRIMINAL,FOUND PROPERTY,24-08-2014,INGLESIDE,NONE,0.0 Block of NEY ST,POINT(-122.428875615611 37.7299411099297)
146169027,LARCENY THEFT,PETTY THEFT OF PROPERTY,04-08-2014,MISSION,NONE,CASTRO ST / 18TH ST,POINT(-122.435002864298 37.760887806149)
140709831,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,23-08-2014,NORTHERN,NONE,HAYES ST / VANNESS AV,POINT(-122.419697721691 37.7773009526299)
140779674,LARCENY THEFT,ATTEMPTED SHOPLIFTING,16-09-2014,INGLESIDE,NONE,3300.0 Block of MISSION ST,POINT(-122.421607115588 37.743011479548)
140770393,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,12-09-2014,RICHMOND,NONE,400.0 Block of CROSSOVER DR,POINT(-122.479360852948 37.7712831862865)
146201099,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,22-09-2014,TARAVAL,NONE,DORADO TR / OCEAN AV,POINT(-122.461208520613 37.7249502487936)
146178971,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,25-08-2014,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / BRYANT ST,POINT(-122.388007401911 37.7871027247862)
146173404,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,04-08-2014,CENTRAL,NONE,PINE ST / LEAVENWORTH ST,POINT(-122.415560469006 37.790254001398)
140643176,OTHER OFFENSES,TRAFFIC VIOLATION,02-08-2014,MISSION,"ARREST, CITED",1000.0 Block of POTRERO AV,POINT(-122.406526627749 37.7545864137027)
140729889,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",30-08-2014,SOUTHERN,NONE,POTRERO AV / DIVISION ST,POINT(-122.408011336061 37.7692444493952)
146176903,NON CRIMINAL,LOST PROPERTY,25-08-2014,CENTRAL,NONE,500.0 Block of SUTTER ST,POINT(-122.409712613814 37.7891947818399)
140727980,OTHER OFFENSES,CONSPIRACY,29-08-2014,BAYVIEW,"ARREST, BOOKED",5300.0 Block of 3RD ST,POINT(-122.392670238307 37.7292774834764)
140659054,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,08-08-2014,MISSION,PSYCHOPATHIC CASE,0.0 Block of CAPP ST,POINT(-122.418470538364 37.7654111480384)
140730698,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,30-08-2014,TENDERLOIN,"ARREST, BOOKED",MARKET ST / 8TH ST,POINT(-122.414743835382 37.7787192628187)
140769578,LARCENY THEFT,GRAND THEFT FROM PERSON,12-09-2014,INGLESIDE,NONE,400.0 Block of GENEVA AV,POINT(-122.447714103555 37.7211785090369)
146169704,NON CRIMINAL,LOST PROPERTY,20-08-2014,CENTRAL,NONE,SANSOME ST / CALIFORNIA ST,POINT(-122.401129085393 37.7930586635439)
146164130,FRAUD,"FORGERY, CREDIT CARD",07-08-2014,BAYVIEW,NONE,1700.0 Block of 18TH ST,POINT(-122.399776760009 37.7624936788309)
140749279,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",29-08-2014,BAYVIEW,NONE,0.0 Block of OSCEOLA LN,POINT(-122.383275781605 37.7317541350878)
140716030,FORGERY COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",25-08-2014,RICHMOND,NONE,PINE ST / DIVISADERO ST,POINT(-122.440251575291 37.7871116042242)
140788562,ASSAULT,BATTERY,18-09-2014,SOUTHERN,"ARREST, BOOKED",700.0 Block of MARKET ST,POINT(-122.403888179593 37.7872370114631)
140658153,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,07-08-2014,TARAVAL,NONE,3100.0 Block of WAWONA ST,POINT(-122.500317509303 37.7363857693603)
140749724,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,05-09-2014,TENDERLOIN,NONE,0.0 Block of GOLDEN GATE AV,POINT(-122.411263161454 37.7821850715499)
140704546,NON CRIMINAL,FOUND PROPERTY,22-08-2014,SOUTHERN,NONE,800.0 Block of MARKET ST,POINT(-122.407413528628 37.7845520146423)
140744796,OTHER OFFENSES,PROBATION VIOLATION,04-09-2014,MISSION,"ARREST, BOOKED",2700.0 Block of MISSION ST,POINT(-122.418539589724 37.7527678882646)
146172547,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,25-08-2014,CENTRAL,NONE,PACIFIC AV / GRANT AV,POINT(-122.406831986427 37.7969028839205)
140753258,ASSAULT,BATTERY,07-09-2014,CENTRAL,NONE,500.0 Block of BEACH ST,POINT(-122.418599312966 37.8069360826925)
140775832,DRUG NARCOTIC,POSSESSION OF METH-AMPHETAMINE,14-09-2014,RICHMOND,"ARREST, BOOKED",FULTON ST / 26TH AV,POINT(-122.485262988324 37.7725176473439)
140762958,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,10-09-2014,NORTHERN,NONE,OAK ST / WEBSTER ST,POINT(-122.429178876168 37.7741822530439)
140792002,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",19-09-2014,BAYVIEW,PSYCHOPATHIC CASE,1100.0 Block of PALOU AV,POINT(-122.381619706745 37.7286688113528)
140784253,NON CRIMINAL,LOST PROPERTY,17-09-2014,MISSION,NONE,200.0 Block of CAPP ST,POINT(-122.418572280319 37.7630999576638)
140776244,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,14-09-2014,NORTHERN,"ARREST, BOOKED",1800.0 Block of JACKSON ST,POINT(-122.425702659921 37.7936320494683)
140713224,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",18-08-2014,SOUTHERN,NONE,0.0 Block of 6TH ST,POINT(-122.408901718916 37.7810755386292)
140712765,NON CRIMINAL,FOUND PROPERTY,24-08-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140733250,FRAUD,"CREDIT CARD, THEFT BY USE OF",31-08-2014,SOUTHERN,NONE,HARRISON ST / 11TH ST,POINT(-122.41248326348 37.7706305911072)
140804942,ASSAULT,CHILD ABUSE (PHYSICAL),23-09-2014,BAYVIEW,"ARREST, BOOKED",1600.0 Block of JERROLD AV,POINT(-122.390720873837 37.7395009331899)
140658971,NON CRIMINAL,"AIDED CASE, INJURED PERSON",08-08-2014,NORTHERN,NONE,FILLMORE ST / FILBERT ST,POINT(-122.435679786498 37.7980205896121)
140813448,LARCENY THEFT,PETTY THEFT BICYCLE,26-09-2014,TENDERLOIN,NONE,OFARRELL ST / POWELL ST,POINT(-122.408040474858 37.7864094033915)
140694470,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",19-08-2014,MISSION,PSYCHOPATHIC CASE,600.0 Block of SHOTWELL ST,POINT(-122.415733804563 37.7578865110601)
140726443,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, ATT. FORCIBLE",28-08-2014,RICHMOND,NONE,300.0 Block of FUNSTON AV,POINT(-122.4716687298 37.7811111699578)
140667687,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",10-08-2014,RICHMOND,PSYCHOPATHIC CASE,36TH AV / FULTON ST,POINT(-122.4959708572 37.7720291663255)
140788380,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",18-09-2014,MISSION,NONE,24TH ST / MISSION ST,POINT(-122.418448186101 37.7522391652921)
146172672,LARCENY THEFT,GRAND THEFT OF PROPERTY,23-08-2014,PARK,NONE,IRVING ST / ARGUELLO BL,POINT(-122.457689861826 37.7644138215529)
140685899,DRUG NARCOTIC,POSSESSION OF COCAINE FOR SALES,16-08-2014,TENDERLOIN,"ARREST, BOOKED",0.0 Block of UNITEDNATIONS PZ,POINT(-122.415103667905 37.7797530606274)
146176414,NON CRIMINAL,LOST PROPERTY,30-08-2014,SOUTHERN,NONE,3RD ST / KING ST,POINT(-122.391845617192 37.7781247783516)
140792397,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",20-09-2014,CENTRAL,"ARREST, CITED",100.0 Block of COLUMBUS AV,POINT(-122.40532275927 37.7968856237736)
140712931,ASSAULT,INFLICT INJURY ON COHABITEE,25-08-2014,TARAVAL,"ARREST, BOOKED",1500.0 Block of 21ST AV,POINT(-122.479072124452 37.7587085084019)
140779856,OTHER OFFENSES,CONSPIRACY,16-09-2014,TENDERLOIN,"ARREST, BOOKED",500.0 Block of ELLIS ST,POINT(-122.415059176521 37.7844671175622)
140738686,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,02-09-2014,NORTHERN,"ARREST, BOOKED",WEBSTER ST / POST ST,POINT(-122.431369772433 37.7853730435768)
146191111,LARCENY THEFT,PETTY THEFT OF PROPERTY,08-09-2014,SOUTHERN,NONE,200.0 Block of INTERSTATE80 HY,POINT(-122.370740926948 37.8170463264521)
140790181,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",19-09-2014,MISSION,"ARREST, BOOKED",200.0 Block of SAN JOSE AV,POINT(-122.421676667498 37.751439037267)
140741902,VANDALISM,"MALICIOUS MISCHIEF, STREET CARS/BUSES",29-08-2014,SOUTHERN,"ARREST, BOOKED",800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140775600,DRUG NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,14-09-2014,PARK,"ARREST, BOOKED",HAIGHT ST / STANYAN ST,POINT(-122.45353456066 37.7691662978348)
140774226,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,13-09-2014,TENDERLOIN,NONE,100.0 Block of MASON ST,POINT(-122.409351952187 37.7847568003135)
140700102,DRUG NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,20-08-2014,TENDERLOIN,"ARREST, BOOKED",300.0 Block of TURK ST,POINT(-122.414593968095 37.7826909819352)
140701097,VEHICLE THEFT,STOLEN AUTOMOBILE,19-08-2014,NORTHERN,NONE,FULTON ST / WEBSTER ST,POINT(-122.429850411503 37.7779180625292)
140719181,BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",26-08-2014,NORTHERN,"ARREST, BOOKED",1800.0 Block of BUSH ST,POINT(-122.428200041641 37.7876578596613)
140778836,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,13-09-2014,NORTHERN,NONE,1700.0 Block of PACIFIC AV,POINT(-122.424075226671 37.7947436993809)
140754159,NON CRIMINAL,FOUND PROPERTY,07-09-2014,PARK,NONE,BOWLINGGREEN DR / MARTIN LUTHER KING JR DR,POINT(-122.460676556023 37.7674489968417)
146183152,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",05-09-2014,CENTRAL,NONE,800.0 Block of SUTTER ST,POINT(-122.413952946857 37.7885110989627)
140762033,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",10-09-2014,TENDERLOIN,PSYCHOPATHIC CASE,500.0 Block of OFARRELL ST,POINT(-122.41326255653 37.7857859153689)
140708639,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS CHILD,21-08-2014,RICHMOND,NONE,500.0 Block of 26TH AV,POINT(-122.485748363356 37.7798182812899)
146163176,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",08-08-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140758189,WARRANTS,WARRANT ARREST,08-09-2014,TENDERLOIN,"ARREST, BOOKED",0.0 Block of JONES ST,POINT(-122.412121608136 37.7813786419025)
140652729,NON CRIMINAL,FOUND PROPERTY,06-08-2014,PARK,NONE,WALLER ST / COLE ST,POINT(-122.450522761749 37.7685926184564)
140768025,ASSAULT,BATTERY,11-09-2014,CENTRAL,NONE,300.0 Block of MONTGOMERY ST,POINT(-122.402535277304 37.7919178697341)
146200643,LARCENY THEFT,PETTY THEFT OF PROPERTY,29-09-2014,PARK,NONE,4TH AV / IRVING ST,POINT(-122.460959471361 37.7642715684566)
140805520,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",24-09-2014,NORTHERN,PSYCHOPATHIC CASE,CHESTNUT ST / FILLMORE ST,POINT(-122.436275324778 37.8008126645979)
140750107,BURGLARY,"BURGLARY, FORCIBLE ENTRY",26-08-2014,BAYVIEW,NONE,300.0 Block of ARKANSAS ST,POINT(-122.398282139448 37.7620158505606)
140709637,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,23-08-2014,BAYVIEW,"ARREST, BOOKED",300.0 Block of WILLIAMS AV,POINT(-122.399382667574 37.7301908428576)
140765930,LARCENY THEFT,GRAND THEFT FROM A BUILDING,05-09-2014,NORTHERN,NONE,1300.0 Block of BAY ST,POINT(-122.429440195673 37.8034827499116)
140759381,WARRANTS,WARRANT ARREST,09-09-2014,TENDERLOIN,"ARREST, BOOKED",100.0 Block of EDDY ST,POINT(-122.410852677597 37.7840416951369)
140819214,DRUG NARCOTIC,POSSESSION OF COCAINE,28-09-2014,BAYVIEW,"ARREST, BOOKED",0.0 Block of OSCEOLA LN,POINT(-122.383676470345 37.7322289344502)
140637771,VEHICLE THEFT,ATTEMPTED STOLEN VEHICLE,01-08-2014,NORTHERN,"ARREST, BOOKED",800.0 Block of ELLIS ST,POINT(-122.419560355216 37.7840377258251)
140806211,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",24-09-2014,SOUTHERN,PSYCHOPATHIC CASE,1000.0 Block of MISSION ST,POINT(-122.410787405293 37.779284819883)
140676622,ASSAULT,BATTERY,09-08-2014,RICHMOND,NONE,GEARY BL / PARKPRESIDIO BL,POINT(-122.472311439611 37.7806545051488)
140825631,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",30-09-2014,INGLESIDE,NONE,MISSION ST / 30TH ST,POINT(-122.421970919029 37.7423752245552)
140358331,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",30-09-2014,INGLESIDE,"ARREST, CITED",ALEMANY BL / OCEAN AV,POINT(-122.437438118789 37.7237173830109)
146176072,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,30-08-2014,SOUTHERN,NONE,HARRISON ST / 5TH ST,POINT(-122.401846367522 37.7790324136547)
140726437,LARCENY THEFT,PETTY THEFT FROM UNLOCKED AUTO,23-08-2014,BAYVIEW,NONE,400.0 Block of BAY SHORE BL,POINT(-122.40685393993 37.7393801941947)
